Covariance,Estimate,SD
t1_t1,1.1593328865552088,0.0974582001935083
t1_t2,-0.05072675614684554,0.027815553030759756
t1_t3,-0.03826839258153604,0.022305486769070654
t2_t1,-0.05072675614684554,0.027815553030759756
t2_t2,0.6701263587581298,0.050678243815626405
t2_t3,-0.0445278487275096,0.021046078763746805
t3_t1,-0.03826839258153604,0.022305486769070654
t3_t2,-0.0445278487275096,0.021046078763746805
t3_t3,0.5522215220284762,0.0382627725813898
