Covariance,Estimate,SD
t1_t1,1.2242423508495621,0.048719212020872614
t1_t2,-0.030337280113203077,0.025698221989419623
t1_t3,-0.01623958332874914,0.02836086429992245
t2_t1,-0.030337280113203077,0.025698221989419623
t2_t2,0.6800377442265908,0.028038577068756884
t2_t3,-0.03019977919634425,0.018291360677531694
t3_t1,-0.01623958332874914,0.02836086429992245
t3_t2,-0.03019977919634425,0.018291360677531694
t3_t3,0.5866411212667803,0.02718554759039476
