ID,EBV,PEV
584,-0.345213217130594,0.3407217708441404
585,0.11831759459370841,0.2334070020006982
587,-0.597190481397685,0.24514609632607728
588,-0.4993038402348093,0.2910194501801564
589,-0.5925405788387396,0.18971330545265833
590,-0.20623819094728113,0.3409717626857715
591,-0.1921973763475278,0.33772580128633073
592,-0.680856330585613,0.329087608326763
593,-0.2828498023022838,0.32537079266021696
594,-0.4117292743692297,0.36838410103252545
595,-0.4156044680032086,0.24558379575170317
596,-0.25039139466814675,0.3773666199637213
597,-0.2881004243636906,0.32320017280751057
598,-0.36827623385434577,0.3653647499099016
600,-0.4107656786743232,0.27818653056006004
601,-0.0762143042007853,0.27722159913125993
602,-0.36281746569041784,0.38576532687561615
603,-0.3384419798632997,0.27475344589047984
604,-0.34398676314124915,0.383094291627063
605,-0.8250748967663106,0.2893128132357723
607,-0.37802064359117965,0.2203818819245586
608,-0.48454168002109166,0.28985205290072674
609,-0.5432639781098271,0.19287346913305378
610,-0.6911650680555687,0.30922159013116973
611,-0.27234556094378354,0.36146405995343905
612,-0.20944304723219662,0.27989664373868095
613,-0.30730110872341126,0.3860906283836158
614,-0.34962909918280255,0.36690079178216634
615,-0.22190477656963242,0.35203599576480515
616,-0.29610298498111354,0.26640343995418436
617,-0.3621282457994247,0.24155998671212178
618,-0.27269239906397175,0.29927253874268894
619,-0.38720444041029517,0.3266468506279058
620,-0.3213838746980003,0.34683599473053933
621,-0.3691202866172347,0.3834272270153411
622,-0.453497413212503,0.2677027239234516
623,-0.41872483115368403,0.3780513697386427
624,-0.4775327925794647,0.4153897645035631
625,-0.27999377199571385,0.258059870007223
626,-0.3459299399893401,0.23804177494426967
627,-0.3760109945035582,0.2377377310662233
628,-0.7638122469038661,0.3025371269221596
630,-0.8521934766260643,0.32014335932774385
631,-0.3976690554544788,0.2932933216598921
632,0.11605840456862149,0.22254483458233612
633,-0.3704880881945868,0.30819281527851927
634,-0.2409507665394771,0.2943660572012221
635,-0.7743336388054091,0.23850015197676439
636,-0.3027558416921452,0.2813324667585975
637,-0.29923543018482146,0.2978640599509364
638,-0.33284578195272985,0.2872226659606374
639,0.14703773025172376,0.23094355005623124
640,-0.682329234926967,0.234072765580456
641,-0.3300739470177652,0.34587026344746236
642,-0.8455333516092877,0.289655086743663
643,-0.2522590829910736,0.28255815524113675
644,-0.8046063758905824,0.21963150426213277
645,-0.22051378534682076,0.22234760949447566
649,-0.22363096462483528,0.3411870920174227
886,-0.19749732084248728,0.35768255872779237
887,-0.3658357070472767,0.28703931777314773
888,-0.13807045405231272,0.3014158119660311
889,-0.43032841308258535,0.3428648098395386
890,-0.14244894899151703,0.3174386683623507
891,-0.23389972371034012,0.28543735450828833
892,-0.2937126865086676,0.29944088594710394
893,-0.1337062890871161,0.40054724732977876
894,-0.14900948317090723,0.3097874149732611
895,-0.2098068750305638,0.3052187761875965
896,-0.3459750931575668,0.38020046731511287
897,-0.15552319070017367,0.2762900611111932
898,-0.2502830248148392,0.32974948026109313
899,-0.2236709455939409,0.2148878013567862
958,0.9343669758282269,0.2944754994674201
1009,-0.11322117527695878,0.3360692944956016
1113,-0.5871656565996777,0.21659604994889806
1114,-0.2608358593575721,0.24129399476426244
1116,-0.20481405901766056,0.3123423409621631
1117,0.2978018276228862,0.24213828254338232
1118,-0.08334896761617848,0.19615325439710138
1136,-0.250787621192435,0.2501700237819955
1267,-0.41943216461323457,0.2264506648938599
1280,0.05708177875920509,0.19248523795236766
