t1,t2,t3
0.3823650042949837,0.5299149418592392,0.4840042628133339
0.3520629238412097,0.5317882956659815,0.4406163585207726
0.3184942494490236,0.5324607533464801,0.45092298771600575
0.2964616669136008,0.49094964154868675,0.4164233202985076
0.28321554936244525,0.5045159872626429,0.41610685765476857
0.27810814769678155,0.46991953858919244,0.38210832715216797
0.2720129621485305,0.47320263954706376,0.3855579207853771
0.24768849604399307,0.4698832940840397,0.3890779388844263
0.2428065934048523,0.47817364511976107,0.4138887279025084
0.2321152162998508,0.4654289827986356,0.4110946370590434
0.21031684166364767,0.4720754847897162,0.3851916132867946
0.20644883901466052,0.47486052078229407,0.3695351067662072
0.21252568389136123,0.45878612223294707,0.38576273607169914
0.21198045633052534,0.4565648520604387,0.36498280603318034
0.20656664132322403,0.4586065495364842,0.3470611361557016
0.20852229676231512,0.47049101907574725,0.3608629755668119
0.21302231454686615,0.4421015463983308,0.3817579636014908
0.19512173705915553,0.4380394051971125,0.3788478734542563
0.18175947445900534,0.4579223002500428,0.3842870740314717
0.15596301980954488,0.45873485853133444,0.36795845661222404
0.17713775626072886,0.4638853788750638,0.37021620259389904
0.18458973221467784,0.4518703494925766,0.3798729567713934
0.17503814498214937,0.4465307649655994,0.3703484360777624
0.17898660651451553,0.4425748397617622,0.3633846619412116
0.18829291800624465,0.46451700090561376,0.3396176195214527
0.18763769819000994,0.46980642616450463,0.3710430500742368
0.18630379817280626,0.4850227131393889,0.3529554771403333
0.17227989841304928,0.4578073440918371,0.3543630489508968
0.17868091147939072,0.4577119225245435,0.37417095841950054
0.18493292722244067,0.4815090581620733,0.37398671461152927
0.17312706717612283,0.4711895203824566,0.38559126921440534
0.16445572392573807,0.4883010099835381,0.38844930798588295
0.16030912766199906,0.44624021401940756,0.3824189284388337
0.16729802203794727,0.4446712393099369,0.3504587467621434
0.18315645080294538,0.4555024941937401,0.3626524779919615
0.16721343939126926,0.4731112747204657,0.36830021038436106
0.16136073298133027,0.4731492953634631,0.3712217977969934
0.16661869845273458,0.4575609420125715,0.39195107782927324
0.16305167142892912,0.44789724302162826,0.40353921872243503
0.17447046206196662,0.462330415742561,0.4165009214919716
0.18428728741505537,0.45706540718343786,0.38242479921805334
0.16986670932423167,0.457906294547428,0.3872155532229677
0.18823821300503507,0.4480877054898467,0.3877423206002905
0.16964480713410257,0.442127337180603,0.4193319751011575
0.17617166387913546,0.4425620164227236,0.41237777096516215
0.17844252288345333,0.45280897604479187,0.36555767666826033
0.17619976301944731,0.4305032615849795,0.373576958158703
0.16402759327991484,0.4481698409585539,0.3912015825173732
0.16039721905550744,0.4522421937213416,0.3617552070307964
0.17661243946103133,0.48065766014027494,0.3582232560326608
0.18543892268457707,0.48276367252964486,0.38590437920218307
0.19757362384256816,0.48232221931869046,0.39305566898597877
0.17738828011861135,0.4635146591497691,0.38835377797769005
0.17995743711766649,0.45953542492145893,0.4144985485248326
0.19931051816224352,0.4465320410962525,0.4065496480039791
0.19237345581916612,0.46663171893169303,0.36588252499685286
0.18934219527162707,0.47395286749911214,0.36998391833994043
0.19180555396600046,0.4810859314181618,0.39130248947581653
0.1784523932784596,0.48857689172269503,0.37444413189780995
0.18297970662494575,0.46263050036442055,0.37777813803814214
0.1778812112734288,0.4873779037719771,0.3893845576932939
0.17713194326239756,0.4860101557891771,0.38932716778025817
0.16856075536540657,0.49493860387026134,0.3707997479738365
0.17369042840546847,0.5273923142150495,0.34533749601670055
0.15631517266734746,0.49009528506572003,0.36802896215896425
0.16634976998570264,0.49124674812885144,0.40287638666714026
0.16083419976818913,0.49928530710964275,0.37372407147690323
0.17885199480673603,0.49479251870277263,0.35824584984365904
0.18682779086973123,0.46532434515113347,0.3498734258321018
0.17897386997237552,0.4752742294944265,0.3224783632157658
0.1733812703971046,0.486285410226763,0.32614576190877653
0.17661589398286467,0.48308879954354367,0.3331960926074017
0.18513919103361304,0.482027061920462,0.3424939697847549
0.19486222924952792,0.5151499269299068,0.3368609187648811
0.19637012695779846,0.48818656942964667,0.3285336389068991
0.20254227450780313,0.4754142040956383,0.33458776427309167
0.18005421249292672,0.47160657134781964,0.3571238365658669
0.16751917777670827,0.47710740925440753,0.3626483081382221
0.16820107367906909,0.4688585469345033,0.36036536108364403
0.1728975384437303,0.4814073506354608,0.3533367247934441
0.1504234231892883,0.4650299937408277,0.38528476577375664
0.1727747102682113,0.4780129367790885,0.37927351339138815
0.16487654186584186,0.49547344571453755,0.38406507214447455
0.16681601976533836,0.4579648554644278,0.3910877760995444
0.17501987185348056,0.46891066107988366,0.3788117744731341
0.16298645167387693,0.4884026510121519,0.39124854122939545
0.17289944171026356,0.4628420369048756,0.34819082474542984
0.1605576520652139,0.44751923716035047,0.37317246074667926
0.16511361132294586,0.45002402917865464,0.3577568856985733
0.15995730486701012,0.4420807080747571,0.34319500446556284
0.17043883907557072,0.44343013541524934,0.33722212965231224
0.17039288475273917,0.4800213677134078,0.3457580404153577
0.1616222788365066,0.44973058162808555,0.33469260141497226
0.13458749467022757,0.4454867244416387,0.329379648679372
0.14642144034821533,0.4485167382260068,0.3668864895199978
0.16417236334803076,0.4613319286096342,0.3606235537893707
0.16876202460847736,0.4532343715022674,0.37496232543026614
0.15939506785547589,0.45136739989873,0.3876488431042177
0.1669759835313384,0.4593553967276926,0.3838322148245439
0.16975563404153665,0.44020501424834063,0.36727205421526243
