t1:ID_t1:ID,t1:ID_t1:dam,t1:dam_t1:ID,t1:dam_t1:dam
0.4858613500536021,0.1494158728825882,0.1494158728825882,0.571376903082715
0.4861265197376284,0.1318437915674761,0.1318437915674761,0.5036652335869053
0.4562724693042624,0.08249539807858242,0.08249539807858242,0.43504579930864856
0.5007675670303343,0.08325966030117352,0.08325966030117352,0.41439316512268076
0.5195748198242536,0.06349377221764353,0.06349377221764353,0.4350777763086119
0.5169198512427541,0.06242586754023986,0.06242586754023986,0.41138752579618015
0.48138772566385374,0.03630173771315145,0.03630173771315145,0.420191302078972
0.4494533642586274,0.044479370364601006,0.044479370364601006,0.4123591174919975
0.4507514235327902,0.01769591142808786,0.01769591142808786,0.45626658626765493
0.4158898267380248,0.037953844375616275,0.037953844375616275,0.4454966103360016
0.4015252630278322,0.03088854662985218,0.03088854662985218,0.4412300413084143
0.4073327369679661,-0.029600141680957162,-0.029600141680957162,0.40851686067359777
0.42138156359705015,-0.00527824765644504,-0.00527824765644504,0.41191250449955225
0.37925160076905634,-0.03354097342567228,-0.03354097342567228,0.36817917858454763
0.37572076483855055,-0.014878085213924199,-0.014878085213924199,0.3977753660183749
0.38934826328206157,-0.004258228875987727,-0.004258228875987727,0.37528724354032045
0.34322957561903833,-0.037939709233179054,-0.037939709233179054,0.34414919413584644
0.3458536603767137,-0.04467253550103673,-0.04467253550103673,0.37338106585148073
0.364978426095322,-0.05666226285877262,-0.05666226285877262,0.3333033602530312
0.3913672705251722,-0.03964526919496259,-0.03964526919496259,0.3244480369815068
0.35874235037550717,-0.07856735774321612,-0.07856735774321612,0.3252510023867231
0.347600753913891,-0.09065338760478193,-0.09065338760478193,0.3293452402399365
0.33527670779419133,-0.08965913656613636,-0.08965913656613636,0.30325754283436246
0.29595304894853774,-0.08453530165679962,-0.08453530165679962,0.27963181066542675
0.2870879479255493,-0.09223545636992012,-0.09223545636992012,0.282097707177013
0.31344987432138843,-0.10611265202868217,-0.10611265202868217,0.2885632359922036
0.327450893814889,-0.10129432722690927,-0.10129432722690927,0.27902913344865765
0.4021638413564431,-0.1306342683193968,-0.1306342683193968,0.2735811862396304
0.35960365108789644,-0.1255778352329739,-0.1255778352329739,0.29795529554004113
0.3658637307273375,-0.11646585956307556,-0.11646585956307556,0.2852846814700755
0.38334724592173763,-0.11513657232892888,-0.11513657232892888,0.24263282013136658
0.3588291544417029,-0.10301459889973166,-0.10301459889973166,0.2405789599250554
0.3808140366651567,-0.11414626122936006,-0.11414626122936006,0.23814315044133855
0.3723471849148086,-0.12308234889153402,-0.12308234889153402,0.24944644817643463
0.3646533700540247,-0.1232319220616254,-0.1232319220616254,0.23147721689059184
0.37200954240163225,-0.16367798451199173,-0.16367798451199173,0.29122604619040676
0.37926414364735167,-0.14420130876696666,-0.14420130876696666,0.27367380559228327
0.37391835441994187,-0.1537066704475902,-0.1537066704475902,0.28294618268441313
0.31772221323927063,-0.14003925747409943,-0.14003925747409943,0.27859988954525033
0.3267476430817294,-0.13472208294727345,-0.13472208294727345,0.2656464820971599
0.3500811489981174,-0.15036158407703587,-0.15036158407703587,0.26475132773057025
0.3233540605046581,-0.14357504400198767,-0.14357504400198767,0.23902160774843184
0.3195360739205381,-0.11149566770680139,-0.11149566770680139,0.22644386144933476
0.31923245729641037,-0.12121800677181535,-0.12121800677181535,0.2331949141017213
0.3049219425496533,-0.11822714969971851,-0.11822714969971851,0.22827953845397309
0.29250678471907393,-0.10844360870132566,-0.10844360870132566,0.23638685936685186
0.30304405634812115,-0.11462529544627457,-0.11462529544627457,0.24909586525334765
0.30119189889946824,-0.1096101418725112,-0.1096101418725112,0.25919156131860643
0.30752742655356585,-0.08701856297361893,-0.08701856297361893,0.24189967771268095
0.29556211718101993,-0.09660226868236235,-0.09660226868236235,0.24505107426518613
0.298673428960187,-0.09265008553284583,-0.09265008553284583,0.2398302536491898
0.29237648236198666,-0.09411507168498545,-0.09411507168498545,0.2384209504308353
0.2810166482481803,-0.08941718484485224,-0.08941718484485224,0.26501601577235784
0.27372027091200046,-0.07746175301317713,-0.07746175301317713,0.2861212532467513
0.25676398024624947,-0.06791806834818466,-0.06791806834818466,0.29307184706770667
0.2884802206801509,-0.09751827105759868,-0.09751827105759868,0.2957592485957476
0.3294097187132532,-0.12906095508376342,-0.12906095508376342,0.3162229984056272
0.36158412919166283,-0.12448623452299164,-0.12448623452299164,0.301231196079396
0.36588788483860835,-0.09394413652118125,-0.09394413652118125,0.294655066010768
0.3599688438091557,-0.09383401441854758,-0.09383401441854758,0.27683426989980786
0.3856600022045388,-0.10186572223939805,-0.10186572223939805,0.2781701984588256
0.42226657348949403,-0.08593227405156503,-0.08593227405156503,0.27106981278869813
0.4278918966944986,-0.08030208859775484,-0.08030208859775484,0.24065823838560685
0.4372292028022201,-0.08681907220389241,-0.08681907220389241,0.2333851757002505
0.3841293288722729,-0.07893992454679943,-0.07893992454679943,0.24498620369425086
0.35947760911005106,-0.07607363775436259,-0.07607363775436259,0.23088409556043593
0.327234174116435,-0.0782963293136183,-0.0782963293136183,0.2252650915455833
0.3088601940843507,-0.07581245159080675,-0.07581245159080675,0.21836498465773566
0.29733220129530336,-0.0634825902593465,-0.0634825902593465,0.21244202585981564
0.2767666639908631,-0.07519173391807242,-0.07519173391807242,0.2091964481785396
0.26751013157218434,-0.05743561134944754,-0.05743561134944754,0.20733892528544715
0.28572859257517125,-0.054429094607779636,-0.054429094607779636,0.22150796946534707
0.25778787085345256,-0.049166963249062855,-0.049166963249062855,0.19388184468059014
