x1	x2	x3	x4	x5
1.3997799601066356	0	.5571834788284833	-.23141725144517344	.15925239551307596
.7070383795272869	-1.2180242583384135	-.701889455663909	1.7277152639209734	-.612731352424474
.3029825526887916	-2.430757541194126	0	-.006341735871466581	-1.5742792483365473
.7877882605561437	-.98193608529451	-.16105696196905595	-.1734701602097538	0
2.085974666152659	-2.32213987451542	-.1218230917524625	.46184969606246284	0
2.7489164487656277	0	1.1414742252770427	0	0
2.2316153821182794	0	1.421062578270392	0	0
1.0636829535538175	0	0	0	0
1.6579441449630106	0	0	.26281095334932786	0
1.3653030124067647	0	0	0	0
1.7404008087386866	-.49461083676668655	.9499023983280911	-.3434273050646681	.19457409557350774
2.570811848972355	0	.784109810200276	.3268520786594564	-.5115730970500061
2.6192109814150037	0	0	1.1356361824496106	.6211901875080109
1.69033633534419	0	0	2.6672994178320826	0
2.9690936270714228	0	.6755683198976834	1.889600709381471	-2.0932973505848445
2.061591812694718	0	0	1.4474905470888166	0
1.335576916930667	0	0	2.1683891318200708	0
2.0718686628749605	0	0	3.1670183406336063	0
1.2933856385626907	0	0	4.0780672762946955	0
1.3874216464938582	1.6914284323971156	0	5.210851645642389	0
.9127326975855996	1.2727941194648045	0	2.8979611097720084	0
4.4838691569709885	0	0	0	0
3.8215315102323846	.9754585053213976	0	0	0
4.194476180190213	1.1931793921066771	0	0	0
4.174474190955716	0	0	0	0
2.29361045292088	0	0	0	0
1.839609936403557	0	-.4264030517510671	2.079632819215126	0
2.0795917926098206	.7950310033775883	0	.48657146508527777	-2.4581440673973622
.860550098902939	0	0	.44029422469756646	-3.9739356661714513
1.7054392953366204	0	.8323994306218816	1.1725394163274134	-4.482669311904172
2.826904007406366	0	.914730766737987	1.9937069584152671	-4.495860966171514
3.5605752038250147	0	0	0	0
3.651136977567921	0	-1.0118211477406487	1.4804565369362606	-2.221131730476343
3.8334237534529763	0	0	1.3433270263774366	0
4.416768058476377	0	.14433652075829184	-.41257201208082306	-1.6512220878500794
4.153790756717939	0	-.44629165891749645	0	-3.093064542328533
4.050043907260685	0	.07220216433579396	0	-2.119937215314648
3.152553926216589	0	0	0	-3.8227717853190177
3.144349172314632	0	-1.4144276697848275	0	-2.604821476205027
3.6581214492355314	0	-1.8029528378100714	-2.195476131771632	0
3.0607561279073687	1.834954908552151	-2.0162955155553632	0	0
3.279025991306712	1.4528084738837541	0	0	-.739466262611282
1.7340635107859697	.5575778789194337	-2.411861405844465	1.639060842741066	.2632254961111288
.9391550767113089	2.2981095799145526	-2.071827605864077	3.275060015797276	-.5439391233687594
1.551435716547014	2.0131927216606416	-2.4354343233419593	1.7933654956901912	-.5667784170336964
.516334536234618	.575758723904874	-1.5690712832868252	.9150912737836502	-1.5154046528144909
1.7678363879849535	1.5042648061736847	-1.163282331392658	.5697715478216457	-2.2069631064834088
1.4547120609162407	1.9519175329068519	-2.9600577013313814	1.8662190589124368	0
1.6235855111034352	1.2007093485762632	-2.3334481721212543	2.003252295409764	-2.2052740226611744
1.7034695760084864	2.1845212027524137	-.9277499088806745	2.442541747922544	-2.103772443367487
1.3566431526133593	1.6043001307864408	-.9692643719616407	2.3498866014527486	-1.9256221764089534
1.7460659027815773	3.204098495341857	.8650896343589707	2.1081031788228106	-1.1109678506763863
2.5827696877407393	4.5331405586826055	1.23446106613164	0	1.9902280727238955
2.620372678847469	4.5458420559405495	0	1.071043390626703	2.4961102615939676
2.12239870423189	5.259884623282397	0	1.0404268322448702	2.085858689334384
1.4605497021084073	5.541860592181363	.22800624026379787	1.0891214788563919	2.8353636542509584
0	4.73356845072914	0	1.4590345299289114	.5562693670049029
0	4.164842821136069	-.42035145314428773	3.326510118230728	0
0	3.788292671350876	-.6664773369780432	1.0658639001409733	0
1.4433658274901222	3.225079634700968	0	0	0
2.4208472496448987	3.9563254284751466	0	0	0
.9488968357680765	2.8320731900502167	.27903807555829657	.3561034733738483	-.38980128486943766
.3466875191453941	4.43702771591196	0	.7696543420945822	1.1181025131410245
2.757444654853138	1.692748441312714	0	.9639972989244494	-3.520178800343354
2.650513908399331	2.287695922167492	-2.1476845229029395	0	-.570414681249816
2.1767883062967965	2.050586903972453	-1.7357679942933695	.6852384220003618	-.8827346354596183
2.2425528672816366	4.039905334122662	-1.595776696327449	0	0
.5081927069817344	2.7745606714339717	-1.7527496766570327	1.6887638621364942	0
0	2.7130882625123394	-2.3514196854349856	0	-1.2876102217314167
.8175516723158474	4.361714021604794	-2.408861450042613	.6141629769458501	0
