Covariance,Estimate,SD
t1_t1,1.2005043821617323,0.07181536483756333
t1_t2,-0.04258376890932074,0.03006865448987914
t1_t3,-0.03005294184341131,0.022467078507744313
t2_t1,-0.04258376890932074,0.03006865448987914
t2_t2,0.6550867339492927,0.028490878774282483
t2_t3,-0.01556149295602567,0.019732348040265996
t3_t1,-0.03005294184341131,0.022467078507744313
t3_t2,-0.01556149295602567,0.019732348040265996
t3_t3,0.5393608794053897,0.023660262224074437
