x1	x2	x3	x4	x5
-9.438178338140785	11.543286171085615	.5276561363055305	7.508836671532903	3.4105265146126986
-11.063275664486929	8.581873036266867	-1.5053944308814557	7.027004791937038	1.8653986748316973
-2.535558526880754	3.5365527620311323	-2.1480966102571406	-1.9464431415485097	2.481648341923374
-3.7416711711146338	4.234106616074399	-8.35162118196125	-5.192732132238961	-4.603287385373272
.934247113342952	7.219053482290809	-8.333538954655193	-4.342683353371191	-2.8944622563179996
5.51703353819475	11.565423026839138	-6.01948224520333	-5.915000391945494	-5.1048932219854075
2.4967197882792638	9.531768763010964	-5.310368680372281	-2.439327108270535	-4.618577182492316
-2.2682436214172395	8.773959821916481	-3.7441099035393	-1.0398632183272791	-5.1716069870440755
-1.434027394724315	11.06448661107719	-4.310477002324006	4.150532025033394	-6.800466285741863
-1.584923786012388	9.412843519412329	-3.1112339587593567	4.200365481950717	-10.38061219911176
.6327140858915627	9.560984608519355	-4.568374150217486	5.608153657079885	-6.700888407774802
2.5569712446341732	7.41956491034323	-5.701183002268916	2.538856857367245	-1.8016905708829136
.9622231576755111	4.119280912454974	-4.908157510072676	-2.061669492834813	7.151756301022787
2.2020834666529456	8.254341484315995	-2.5866530039268683	-7.37124264801786	12.409703997741524
8.579200238993403	13.107399696612664	-1.0511782915504595	-10.566779971366815	11.128654662425445
4.950738958210579	12.739471006200457	.11726186115097101	-8.238165203058246	5.313400278097011
4.257652833732941	12.755872940244172	2.860218286845381	-13.264081735200843	2.2690569561466507
5.926352537807391	14.126812534783324	3.5710654897166734	-4.974134842573563	.4224766715591534
6.468406067913584	13.636492019196023	7.223459229080783	.07455370687382024	-3.5335644208878954
5.849618415558811	13.500242257052415	9.076756382070922	-.7579526980311662	-2.8837853019105584
4.882066849165392	8.561367275016286	9.766249975811897	-2.467745914802198	-5.071479922978197
2.8274834190269678	9.874012782943572	9.0052573202215	-4.385330917643535	-6.748211101375557
2.6887969568928245	7.916821414984753	5.601039778241596	.269211209805553	-5.028218657400059
-4.480261902428141	8.35941139504578	.7986651521677974	-3.215996557791111	-.7917412109229336
