x1	x2	x3	x4	x5
.21061204540874215	-.7198910173991286	.11027894163593295	-.04530899408943792	-.03274557792225356
-.2888246744263261	0	0	.5662860420887564	.7737357029726222
-.4099606945769469	-.7344109325110688	-.6201820431271744	1.4514699361542254	1.4547506438376527
1.4367287348733708	1.275853994598224	.0618851020346643	0	.69924936486888
.9817176304705048	-.016482007659865877	-.9030722157559969	.5087128795071899	.9336968591335927
.8273343956871806	.23173736832961814	0	1.6217250480515486	.6719456045229766
.4660022777684759	0	1.1199247292046481	0	0
0	-.03842108234586905	.7808266617061889	.926954528449949	-.060828451374037903
.38844978064729224	.5922212021732075	0	0	1.1594211220000152
.44858900090593634	.1159974496648161	-.19855389212611366	.3788869047534172	0
-.893974499891605	.6609423813612753	.017648362289312013	1.171775755146566	0
0	2.31150845594407	.6118274633731552	0	-.29059350117291455
.4856051335674472	1.5254597527437594	.1225936895121931	-.791564866553531	-.08619757417060922
.534970911934115	1.3801007665568363	1.8470089068466085	0	-.33870675802186967
-1.4587489552354485	1.7704001695189862	1.4658988553606571	1.305233227490703	-1.7505120096475415
-1.6129840824441362	1.026271326605033	1.2698999199347498	2.2899552915218457	-.6501747235901149
.6522058995600368	2.3033258043974554	-.8109532443108534	.39314840385492356	1.2420891110167749
.2787194448459556	.12098188308350455	0	1.394095328219036	-.8065229724864
.294013577134379	0	0	-.5265827011911842	.418354546043988
-.276265166348278	-.34073686668110503	-.2601061620431755	-.953594344853403	0
0	.3237671442421143	-.3986188135636305	-.536056966452636	.26361529050191
-.7023514366935889	0	-.6488560970693941	0	-.4562206443179908
-.6839526014401758	0	.3098185907312669	0	-.20382855167828745
.23309921235703526	1.6637593461922893	1.1261959729856668	0	-1.5862297096342395
-.07273683379540406	-.04021665195072295	-.14626318740652927	-1.0009131436452792	-.8934942153987002
-.9852130523585311	.23715202335386096	.1674775909187002	-.18700877216428402	.3080562799214155
.10737305557844085	1.7555874595350927	0	-1.2169992243289651	-.7840122813412909
0	.3816393016897012	0	0	.8579719862346347
