m1	m2	m3	m4	m5
0.8327809630814603	-0.9440808076548832	-0.5238438724874469	0.38669872566895325	1.1266156031658492
0	0	-0.06170591441036247	-0.439551795781991	0
0.02376385775954641	0	-0.6883326720980331	0	0.9061548596162695
-0.7238127871898301	0	0	0	0
-0.5968385373450941	0.6706896174161477	0	0	0.7786661081858148
-0.359461980864427	0.6414909750913398	0	0.9490410489657712	0.38987486167639823
0.8555269500473152	-0.1539809145663107	0	1.8012735204223562	-1.3611327054656868
0.355234455503758	0.12116856499181498	-0.17307589863976722	0	0.44631982520777647
-0.12222004667406708	0.43350426003605746	0.33966497855836475	-0.3452009321864068	0.39081393131518694
0.22316225014768737	1.0408267718799644	-0.04352609705450845	-0.2443608281700252	0
-0.2502602056061337	0	-0.9098110918481422	0.790553491293867	0.520100887920486
0.4676709681985536	0	-0.5362015389150053	0.7801365578441879	-0.06145903217196941
0	0	0	0.36960322933960693	0
0.1781187488531325	-1.2462083910952702	0.6251501229307366	0	0.7588602736376984
0	-0.24709952881486974	0	0.9497199986257083	0.8247625521693231
1.3925123456829653	-0.9420909410502766	0.04345481178604114	0	0
0	0	0	0	0
0	0.9948859369803533	0	0	0
0	0	0	0	0
0	0	0	0	-0.0933618443610186
0	0	0	0	0
-0.8293740844980505	0	0.029318582236944474	0	0
0	0	-0.3397076777500348	0.13002386400338475	0
-0.23636513638144982	0.14977162290322688	0	0.12645853952299632	0
0.35341418101394284	-1.404238295432332	0.01603323801640262	-0.759877487304332	0
0	0	0.8373511442423737	0	0
0.7775560534861795	-0.014745768814133087	0	-0.4321965652349678	0.2555300532306578
0.04678256570815603	-0.11017393499148118	0	0.09882727922604695	0
-0.04675361919322138	0.294985588570957	0	0	0
0	-0.516925589433389	-0.7086697180063889	0	0
-0.23368016778433987	-0.5889020792018222	0.09941881594222629	-0.6272181180022058	0
1.9751512781704	0	0.9120869351136759	1.9940570446814507	0
0	0	0	0.15651704516186488	0
0	0.28557551527153113	0	0	0.9677155606401193
0.05822231157139529	0.09751499448022573	0	0.23931791901529834	0.2481852076877611
-0.20923060452763884	0	-0.5040476825382253	1.3036397492621263	0
0	0	0	0.045922633369980176	0
0.6588207074458081	0.4630423054815212	-0.4023073681894536	0	-0.24950937677308593
-1.035997725964645	0	-0.030966049780576183	0.7067837094948501	0.25623837986545345
-0.6680581591288635	-0.039037843039648856	-0.5039150330320858	0.6652721941794796	0
-0.5830070353394811	0	-0.5242968889569882	0	0.028832097244762656
0	0	0	0	0
0	0	0	-0.07819272515865913	0
0.2504449126417312	-0.43287302171177744	-0.2028401567557866	-0.3929683268448291	0
0.2618879666686439	0	0	0	0
-1.1596492924942987	0	0.11856044679941419	0	0
-0.5406695407733825	-0.06662659903400336	0	0.13031246859481466	-0.5093731728962829
-0.45852734325951444	0	-0.6422022160143019	0	0.13712684622233173
0.11956135428567935	0	-0.6440480092107218	0.13811141103086297	0
-0.21755153393998283	0	0.2318817168902716	0.7688441776257549	-0.9460647111733562
