3:ϵ : a12	3:ϵ : a10	3:ϵ : a11	3:ϵ : a2	3:ϵ : a9
-0.3053987610252118	-0.1250484058150147	0.7332429429331137	0.21259469925712288	0.26561698374313525
-0.24838862605048778	0.23457426036907086	0.11888313523086613	-0.0060066031705146156	-0.2711656606355626
1.2199946561192152	0.6836083348827682	0.5793229697441646	-0.12303393396011855	0.6694870591492716
-1.4761605921838707	0.3697701078566175	-0.4468112608534436	-1.0324550946582522	0.061561147440571506
-0.6503964804101608	0.04070793366932807	-0.08335482487508189	-1.3036186573424304	-0.9254738729957361
-0.2849390473783806	-0.2588729964797404	0.04360568852912006	-0.0254132511090899	0.16385946247507882
-0.8491943629915872	2.0910944458939564	1.3400828596590981	-3.2945846532302077	-0.06608428264219846
0.34589233153123367	0.43810982211828325	1.2021968379327037	-0.21612124281711703	0.07186110423668085
-2.2793831913057194	0.5119987979263652	6.627043625088978	-0.11234102670047696	0.6882043680330122
1.275925164620723	0.06439262145267688	0.3699675502334731	-0.23787207063399826	1.1625978346376704
-0.2739909345004789	0.15801796554460365	-0.7915422951557496	-0.5579394007710594	0.06708903704495078
0.6586004116676668	-0.11188909202355479	0.696587893800368	0.4805258880947552	0.9356978889687266
-1.5707294991542866	0.06000440675554325	-1.0948979588615528	-0.6255492843677257	-0.6520623152336362
0.6019258711089075	-0.1781597238883782	1.2253333923779972	-0.2745194619252143	0.5046950867187737
0.833596509752894	0.08769340620079685	0.39173150802260004	-0.7309524553115543	0.8883787292230152
0.5208592442456188	0.027047283632060853	-0.6002621943084762	-0.19636572363005356	0.17114995420395457
-0.7529371305954264	-0.9254484756316378	-0.3499681020111407	0.3595338342043283	0.4154730975785314
-0.15430463595859095	-0.37597127338162073	-0.7099507440507355	0.3095095774983033	-0.6705013268839548
-0.3026762009455182	-0.6441144506212935	-0.25390767291995037	-0.3576546424649827	-0.807569777150426
0.2472353158322816	0.17996409410566902	-0.388336399214074	-0.0879789579990844	-0.11547506695881007
-1.7091440672535212	-1.258354993474621	-1.3124832150840153	0.2683524214657478	-0.4711633490091106
-0.1931832854436482	-0.07601841737816072	0.37800491655092905	0.5984673120723508	0.011893225639795585
-0.44845432650837314	0.6059207464949974	-0.4561955578953313	1.051138065023288	-1.3832701990835257
-0.2831356637298971	0.48259000863032536	-0.020821706713324117	0.6565324953065748	-0.5589148953095877
0.30091039672945225	1.132274063888464	-0.37463766120322034	0.5102426441448696	-1.0323793502207093
0.9244016776618595	0.788699919532102	-0.6951250600331021	-0.04537643004057579	0.735979151005553
0.2880580206070651	0.48180942378401675	0.6851297597687623	0.3160099323735889	0.6763505979484478
0.44011625605728005	-0.5811583953117421	-0.2006980090221714	-0.3881830196595784	0.48258663345398084
0.6458981925370653	0.7101612729720703	0.3895088780510815	-0.7720412658095968	0.45475009946594586
0.8334209596966731	0.19787543943635363	0.2930051494622797	0.323049977684578	0.18799828056008638
-0.7650847053290166	0.13028032892148167	0.276609164790813	0.5365266135493942	-0.7622064528600392
0.23948648387747712	-0.740685089431554	0.2152181621704635	-1.0020334472461556	0.8136990945764125
0.39761670731856713	0.49560481150366	0.04034446433640687	-0.11226401285778859	0.2963371069198891
0.21598073557070877	0.23465686685572978	0.16834939526163115	-0.39223109557838454	-0.35367162462276297
0.9383079234601709	0.12991601664571523	0.7156633501364476	0.5146108314970939	0.056162175482641075
-0.5433964935593554	0.38862857132037637	-0.3462365904881199	0.5325124021880716	-0.04848355523523701
-0.4168666965131146	0.032354142467744346	1.0929210163132832	0.24807069668922327	1.0373787398365875
0.3195508930671468	0.18994726954348196	0.2005214682290235	0.5285735414424052	-0.15693880186611253
0.16245455192507668	-0.285244626717295	-0.4847540610477957	0.1348580392644907	0.1695765818682546
0.5370837523519564	0.3336936908988344	0.20706911930205862	0.5340867451524174	0.3062259385149263
0.8292123885325287	0.8371238004299555	0.692206806857791	-0.7109542495320534	1.0535551540990231
-0.7006360324985512	2.600730644323724	-0.6930077595546148	-1.3729952121682027	0.17400704132317113
-0.9398713657434024	-0.15209622626389233	0.5389001630131254	0.009860817320059861	-0.08756300459704155
0.11465442511959939	0.4025184728817899	-0.6793509719503299	-0.16602858592414566	-0.21650347352439359
0.31683261955170433	0.2423665945883825	-0.013225673736463656	-0.15537990565258894	0.04932197266737011
0.36934587993778234	0.3822899921860335	-0.014387383428516046	-0.4280213261072228	0.12773827301237856
0.4572178797933974	-0.32521242665633165	0.3453084483683596	0.11192163120967977	0.18217148455571536
-0.2281226714412824	0.1167930580824923	-0.8018391299071661	0.22485803507897256	-0.7796341388890774
-0.989235129408548	0.31603589535641907	-0.8724259174237786	-0.11953264061514463	-1.26816111150403
0.24379748404153162	0.38490154287389866	0.7878020914646882	-0.45498608758384995	0.591924260070874
