m1	m2	m3	m4	m5
0	-0.37476271291221414	-0.23293750480228592	0	0.48892185029667806
-0.014677744109024171	0	0	-0.31242422618311977	0.5477074845865425
0.4283518942181287	0	0.9387249900743261	0	-0.6614879061040522
-0.2731375634190303	1.0628538651469153	-0.8154524727294116	0	0.6610653401664582
0	0	-0.878792372572357	0.5755983929591566	-0.8702345314811422
0.6117746812922458	0.05896394247060058	0	0.34944575536097766	-0.05785273248904782
-0.3220929659718165	0.22557447003069797	-0.5912437615520053	0	0
0	0.0012346498884976964	0	0	0
0.13268624486731417	0.12138990422825705	-0.08707232699121036	-0.1929822870013741	-0.31918160601826157
0	0	0.0549093897032499	0.21361486420724282	-0.6363602008908246
0	0.3659423627851355	0	0	-0.11074316490855218
0	0.36895187548553104	0	0	0
0	0	0.03527910257693617	0	0
0	0	0	0	0
0	0	0.32497522776095644	-0.06443377386794433	0
-1.0988667233688085	0.6324444015726232	0	-0.39055048434792516	0
-0.05988385052857731	0	0.8859472214112079	0	0
-0.2186954407971394	1.2365708115687208	0	-0.4326949654165416	0
0.5087813665224381	0	0.34702014346798066	0	0
-0.963427314585942	0	0	0	0
0	0	0	0	0.027382326302533084
-0.39226442746350443	0	-0.41045959630215634	1.2788959793207844	0
0	0	0	0	0
-0.09956628952930563	0	0	0.14348733882176073	0
0	-0.25758278124661105	-0.004403832128562543	0	-0.8367338269161786
-0.28293703967657025	0.5441794080554356	0	0.49047889989267063	0.4890693785175634
-0.24967671346774922	0.3688243717531324	0	-0.4163554958424738	-0.010960566718441561
0	0	-0.39106490124600873	0	-0.15519075823964795
0.547285602197924	-0.1160370123844526	0	0	0
0	0.45160354941964514	0.12744415225423977	0.052866190904710605	0
0	0.26696798357065693	0	0	-0.029583993819075005
-1.6813977424045214	0	0	-1.1972469417681149	0
0.2878041582141937	-0.6439743152422633	0.21336734955687522	-0.397678576496856	-1.5655607581593316
0	0	0.17107062456064825	-0.34089406903460656	0.6852006441346268
0.36240754600750863	0	0	0.20176362429402422	-0.23524701015690852
-0.6220688114672104	0.30945175316674683	-0.3757471551749991	-0.3666708209767895	0
0	0	0	0	0.14944723732558537
0.2947707389415881	0	0	0	0.11462823010940261
-1.1415841994466585	0	0	0	0.017915137874030207
0.33581338470589084	-1.3051037997169601	-0.20251774811162654	1.5359352692252437	0.5954761474308666
-0.4588568666542064	-0.2508580650211655	0.8903549466629856	-1.522453332320197	0
0	0	0	0	0
0	0	0	0.31577902008217906	0
0	0.4360356704955257	0	0.2880777697241046	0
-1.7360205869990963	0	0	0.07104221799635785	0.8480705048949718
-0.8417479361688974	0.16196219596011513	0	-0.14778661770953874	-0.30690009227708626
0	-0.20819871148357932	-0.26867880764297974	-0.27414272638884807	1.0456038168422856
0	-0.7146574758281351	0	0	0.19160120407772946
-1.1353321617191958	0	-1.0153600094819262	0	0
0	0	2.0708715842319676	-1.3126306975420503	0
