1:ϵ : a12	1:ϵ : a10	1:ϵ : a11	1:ϵ : a2	1:ϵ : a9
-0.09077330599754935	-0.1557279498505782	0.8068706011702023	0.3644218332359869	0.16706995042530842
0.3209281469351125	0.8221543831232796	-0.19779397571638657	0.28254664081987535	-0.8664563191621355
1.1856060992021253	1.963953624263023	2.06211903804918	-0.04062885824732948	0.6715605410094664
1.0321221967347936	0.30253063103337663	1.1519708532171549	1.123018889582161	0.44238802847099956
-0.33664545419969705	-0.5530157245939855	0.15877447579825305	-0.44462581090723396	0.2041660497801853
-0.27470328882100237	-0.24687072098082702	0.5603850860140538	0.599966587148287	0.21991593654413935
1.6099165829161546	-2.2099072828954474	-0.3143033449840063	0.9407579128417348	2.6926340063999
0.4682902309702776	-1.0592086045939262	0.3371342794742786	-0.5401279135760153	0.9960658604239161
0.00772757466965901	0.03918503552900676	-2.337147066427427	0.4517271672248785	-0.6277247104882308
-1.0528729556506753	-0.14608048871800183	0.6855713926820983	1.398973545939242	-1.316000170459572
0.28334954065075735	-0.4045104227717773	-1.1613155445697054	0.7395858535233479	0.17845800865414646
1.2463690961731742	-0.3954728842223311	-0.2822899088888362	-0.9686342632666386	-0.6145188987135244
-0.08149645594270619	0.18136584497076566	-0.6397661131349213	0.2511819548548996	0.0975715518568715
-0.6131699034027174	0.48294325807055305	-2.728758999591351	0.5773121298514312	-1.3495799401792214
0.8498312752143908	-0.6638981369592397	-0.30357334202754915	0.16417929592209313	0.12948450017562085
0.0880644801581563	0.23474485561553338	0.6461398151214974	0.5691427680214431	0.898951120664586
0.3361815921374549	0.2810594305918904	0.39137527984502424	-0.04241538854327995	-0.08501813077965631
0.12120372182505011	-0.22846659397354832	0.041426254232309875	-0.32139012908909026	0.4557095653502353
0.2913361054128401	0.0927930473447311	-0.29296474713076953	0.049490351468110316	0.35586270905028533
0.6128678681005354	-0.21166024073396164	-0.1357193175376638	0.16191494323590278	0.24739798269754057
-0.2788812000840076	-0.7751698268212937	-0.40883899984412286	-0.6072084438153125	0.805500831328049
-0.0636293110599907	0.36906538914930725	0.28673842924780746	0.5575863340461742	0.15723704518445072
0.2585036113652533	0.2023519657839139	0.45138722011188664	-0.22798575391826942	0.48423470096677
1.011729695608256	0.7386243251409754	0.5586825327159531	0.09501010254781683	-0.5387101160096559
0.8154722342864363	0.37575183649570176	-0.09075237702883383	0.017653336408719217	0.3929769486770718
0.029788594433615673	0.21834807968199105	1.069979927189252	-0.27067599186692004	0.28008091445767996
-0.9778236010876685	0.35730277643048763	0.3768907707020822	-0.3406237700843867	-0.023258147114382816
0.7567130989723136	0.47452171055185505	0.5711765191568112	-0.5171026207734021	-0.4570581305180031
0.49386375949595707	-0.19221414204710358	-0.06732607036981852	-1.275691404996952	1.2244507760853982
-0.10267295707507607	-0.0670888694560465	0.14322690971977237	-0.5529462160495316	0.07810278361566061
0.7297358011525178	-0.06484747633630328	-0.22129640704077866	0.6708967666510891	-0.3342782097269728
1.7006436119959634	0.8701015204166984	0.4974171252283582	0.5895149054773701	1.4437088364003612
0.0016924547520777988	-0.46046393914272343	-0.5546061507530786	0.29443946560156764	0.2528356802739793
0.4136885183247688	0.059267111366250236	0.7133811944398498	0.31171338277835725	1.1233773065005805
1.3670398519248175	-0.0601792780381919	-0.22706620754710308	1.0566021139362054	0.316291597706349
0.8068406380250208	-0.4707578787594086	0.16408266406791538	-0.32926115810452095	0.12123395429220174
0.5223070283040857	-0.06811092460462966	0.7581323364290347	0.307222144138568	0.2892759250863519
0.3246369359305435	-0.7984242644974044	-0.41192662011081127	1.0590504368549132	0.7828124129692314
0.12987430845938314	-0.1899425892941125	-0.7192923540546098	-0.04366453012585436	-0.19373167194799348
0.5488202769025221	0.14908153943526495	0.23741530900169996	-0.5323358138075659	0.8161761607195412
0.019274969357153268	-0.36809671322210663	-0.7511409876749179	-0.34844275158905685	-0.24399037383042563
1.406666525566436	-2.2936189203793083	1.578894474272002	1.8951172717847602	0.13385367848912702
0.5654854596571657	-0.12019416072436986	-2.6050355002117467	-1.0370524662382814	-0.05077290021288283
0.68452122325391	0.3001076220220547	0.887650491507246	-0.3010147216618375	0.33502108058944985
-0.04900588430389173	0.06323171386520111	0.4313981431399306	0.20849950690325214	0.3079909257388391
-0.4758083283597998	-0.9761592490657571	-0.20340529589306777	1.3408054349712832	-1.114042703774534
0.9456958683096083	0.26429857561150255	-0.9160577529372773	0.4025901811209208	1.1157272245863346
1.9329354321098806	0.2030341434498965	2.053375502906795	0.1872246562608631	0.5469696194515995
-0.5058509466942742	-0.6910876090508027	-0.7924457500081984	-0.2562477767285882	0.4058706695697173
0.325916041214767	-0.42595236658498464	-1.1066297807412724	0.7331048404687943	-0.3804662896377592
