3:x2 : 2	3:x2 : 1
0.8639934087671843	0.4116087127153262
-0.9475757391663181	-0.3584090400699473
0.29246870508165784	0.2552345650026375
0.17976444967722655	0.4035483998279485
-0.09070188960331337	-0.26001918680595026
-0.5844211547681635	-0.1904322884359544
0.022742090978151497	0.5700044268225364
0.7405305328307129	-0.3799509940172898
0.03625468934036585	0.05698898387478274
-0.4280827390210661	-0.23217699690792928
0.9985878733559449	0.7252543400759367
-0.6294468253312033	-0.6691676885150265
-0.09947154874068581	-0.18787920181214124
-0.4807499686123665	-1.0642947849073123
-0.9059659290273143	0.007398516503121594
-0.18805444555911938	0.8430360314332379
-1.1046578297795273	0.48883435778199097
0.09141891509052928	-0.5986544275901793
2.010664518354662	0.11435637328286487
0.5176703798422652	-1.09402559728048
0.5823155240980512	0.43046331843109265
-1.8711520643504966	-1.617753401297191
0.34403476474785005	-0.2848879431972451
-1.422135232564268	0.15347186692064763
0.26480377675093686	0.11057591260400138
0.11872362075619397	-0.0427635570576656
0.7194959502042438	0.16244489787489286
-0.2600662019503244	-0.8389254689430324
1.0388816619460843	-0.7389903641913472
-0.24835080303917273	0.28876267359957786
-0.17501473649360896	-0.13323991699155321
-0.31463523768479706	-0.6363447313615141
0.6808542395544354	0.9190704548339576
1.4683152315025247	1.3044919396387493
0.04134857886727507	-0.7504915773810854
-0.46897787872429686	0.29389644812807636
0.4311415303130725	-0.10041409202656054
0.440420352271239	-0.09295850865848715
0.8229616445264207	0.05799349078542515
-1.0931098076331887	0.1505370700963533
-1.9291891841977769	-0.8999453707222103
0.14554455361706067	-1.2564106619209976
-0.9828289054324829	0.3216210853238812
-0.3018476170640885	0.6718763758157532
0.3396273677975602	-0.836888949417693
-0.17682207799194968	-0.27540190133993203
-0.06430522118300208	0.7563012768546686
0.28594122413541767	0.39522640170311707
-0.21528944153286178	0.20039558149379627
-0.6932991817820481	1.0767890888995275
