1:x3 : m	1:x3 : f
8.635170376660195	2.139529964456016
15.42919107779135	6.442035663166447
12.256873366492117	6.232670878672235
15.89422521346564	11.084982585121043
22.37076680284311	14.100450886656553
16.21107872208816	8.648248566150421
5.56094291331514	-1.5885495713044624
8.983723893804365	3.147692126174971
11.78763219125048	5.456566045056221
4.042693763214017	0.784194576796065
12.063571319680792	6.868651018760061
16.94087084097736	10.39427206522094
19.44174655391632	15.390944788246754
17.48981750937194	10.602966560570266
14.610519671279457	7.032695032409066
11.399414210408942	10.708862404402671
11.801113503094475	9.229745302580188
12.411472608819333	9.860012924493564
24.249809427730522	22.405464304810547
19.93697061846365	17.067139501155342
-0.9361605820510202	-4.926660776902363
4.158818831427339	-4.607940399164195
9.356928045441837	3.8540759022311066
16.47871914053371	10.61690347172756
-2.439710036012907	-7.274277544364036
-5.8347861102679985	-6.739571020254502
13.392769527154316	7.1767343513409845
20.832062638204278	20.702523265279133
29.609692562970807	22.00771470701916
31.855878176963603	26.04249023246933
30.099752727472307	24.955258144547823
29.954216241514214	24.012627408934296
17.993872955194398	14.763541703413141
20.15053647609513	12.74195639247483
25.92113118052024	20.50650133699344
20.406274952936815	22.767760355551108
17.578576741094903	9.442221126183709
3.4029710454053443	-1.5892965103318457
17.380230268860622	11.389577956603306
19.10795612999734	9.706060019237196
36.07636415930048	30.789559307696415
41.818566388143836	33.71902018173225
44.585946582974906	38.72553497558741
49.224376637800994	48.14605580735642
64.81215068048986	57.465409480256305
60.09391800060996	53.48774136671025
49.39277861107163	44.51732994191166
40.68617146180806	38.78046623220025
46.95004278498425	41.18089472194547
52.25441094290653	47.40802735398761
