[1.0, 0.0, 1.0]	0.034013177747195464
[0.0, 0.0, 1.0]	0.014048558341081933
[0.0, 1.0, 1.0]	0.13563577093120888
[1.0, 1.0, 0.0]	0.16478341455561685
[0.0, 0.0, 0.0]	0.19552946996061726
[0.0, 1.0, 0.0]	0.06658335387466063
[1.0, 0.0, 0.0]	0.023518745073346396
[1.0, 1.0, 1.0]	0.36588750951627264

[1.0, 0.0, 1.0]	0.1691682464612606
[0.0, 0.0, 1.0]	0.08639633631682349
[0.0, 1.0, 1.0]	0.07649382318649446
[1.0, 1.0, 0.0]	0.010832573525332356
[0.0, 0.0, 0.0]	0.030205266557771566
[0.0, 1.0, 0.0]	0.02723890445871641
[1.0, 0.0, 0.0]	0.18839445726196882
[1.0, 1.0, 1.0]	0.41127039223163225

[1.0, 0.0, 1.0]	0.03253478038656719
[0.0, 0.0, 1.0]	0.07836947253583139
[0.0, 1.0, 1.0]	0.21320437582504648
[1.0, 1.0, 0.0]	0.0023085552355486356
[0.0, 0.0, 0.0]	0.05582741623669944
[0.0, 1.0, 0.0]	0.09979300301680945
[1.0, 0.0, 0.0]	0.08899182487606729
[1.0, 1.0, 1.0]	0.42897057188743015

[1.0, 0.0, 1.0]	0.4161669820350927
[0.0, 0.0, 1.0]	0.030079131291873673
[0.0, 1.0, 1.0]	0.011587801347829673
[1.0, 1.0, 0.0]	0.006171895675947285
[0.0, 0.0, 0.0]	0.08697838716196245
[0.0, 1.0, 0.0]	0.015149865532444738
[1.0, 0.0, 0.0]	0.10973593990872292
[1.0, 1.0, 1.0]	0.3241299970461265

[1.0, 0.0, 1.0]	0.24699982410592944
[0.0, 0.0, 1.0]	0.05806842245123561
[0.0, 1.0, 1.0]	0.2034829077741846
[1.0, 1.0, 0.0]	0.2569245802094549
[0.0, 0.0, 0.0]	0.11612136971436103
[0.0, 1.0, 0.0]	0.07823342982924876
[1.0, 0.0, 0.0]	0.013903752737477262
[1.0, 1.0, 1.0]	0.026265713178108576

[1.0, 0.0, 1.0]	0.035980442940363906
[0.0, 0.0, 1.0]	0.012784608046396953
[0.0, 1.0, 1.0]	0.3704661159617831
[1.0, 1.0, 0.0]	0.21523698310963177
[0.0, 0.0, 0.0]	0.1303122251185902
[0.0, 1.0, 0.0]	0.011598550701762224
[1.0, 0.0, 0.0]	0.08818814515893579
[1.0, 1.0, 1.0]	0.13543292896253598

[1.0, 0.0, 1.0]	0.09748085006303814
[0.0, 0.0, 1.0]	0.15112838633540387
[0.0, 1.0, 1.0]	0.12985310518709284
[1.0, 1.0, 0.0]	0.09591045576114915
[0.0, 0.0, 0.0]	0.1757375752086082
[0.0, 1.0, 0.0]	0.09664083923829804
[1.0, 0.0, 0.0]	0.08901615071226761
[1.0, 1.0, 1.0]	0.16423263749414205

[1.0, 0.0, 1.0]	0.019442856147512323
[0.0, 0.0, 1.0]	0.05648687428827897
[0.0, 1.0, 1.0]	0.08117108597596484
[1.0, 1.0, 0.0]	0.0643647462103892
[0.0, 0.0, 0.0]	0.1711384037030034
[0.0, 1.0, 0.0]	0.29835700453456776
[1.0, 0.0, 0.0]	0.18963671030066792
[1.0, 1.0, 1.0]	0.1194023188396156

[1.0, 0.0, 1.0]	0.1381428441977321
[0.0, 0.0, 1.0]	0.057463061114727536
[0.0, 1.0, 1.0]	0.49703239226814266
[1.0, 1.0, 0.0]	0.029959212407627785
[0.0, 0.0, 0.0]	0.05340351659240118
[0.0, 1.0, 0.0]	0.10637892973600531
[1.0, 0.0, 0.0]	0.02389638290336039
[1.0, 1.0, 1.0]	0.09372366078000295

[1.0, 0.0, 1.0]	0.05796423702991291
[0.0, 0.0, 1.0]	0.07621082642619162
[0.0, 1.0, 1.0]	0.25621339219260586
[1.0, 1.0, 0.0]	0.2880286512371584
[0.0, 0.0, 0.0]	0.06708628576586198
[0.0, 1.0, 0.0]	0.08483333696432234
[1.0, 0.0, 0.0]	0.021185881461567944
[1.0, 1.0, 1.0]	0.14847738892237916

[1.0, 0.0, 1.0]	0.21907368494644147
[0.0, 0.0, 1.0]	0.12174647258363007
[0.0, 1.0, 1.0]	0.0950138364787257
[1.0, 1.0, 0.0]	0.1785111049670472
