m1	m2	m3	m4	m5
-0.26695238156607737	-0.3782319730332266	1.7047696904048741	0.5731537550017718	0.3000819563922765
-0.1575901433360431	-0.7203715666246314	-0.06698525921039955	-0.16333002003243668	0.209541068893198
-0.9026687301829794	-0.4504000729318564	0.9620588045305558	-0.1565350623857833	1.4309251322044252
-0.7565075877516855	-1.4770209769963338	2.051596778132377	0.11128498804356846	1.5234579712900054
-0.4796879693620503	-0.9298177257700306	0.8745790869992396	-0.3168040988349201	0.18748212198399622
-0.891567410121396	-1.0007157966239586	1.7821525605687816	0.40657502814838975	-0.09727160289841971
-1.0912799784627505	-1.0235376830716423	1.069287167758922	0.6170290003800858	-0.27900001502737504
-0.5991282719085713	-0.13222449615687792	1.2304548377138387	0.06593010338028395	-0.1909121070720018
-0.3721543691011775	-2.391217171938669	2.8781687136460383	-0.10812268702162087	-1.3753616583685635
-1.3653824145229085	-0.5679130585474492	1.2958871318927518	-0.19778957440493	-0.30785680090328765
-0.27981183646452784	0.14422729042565652	1.2779302828391044	-0.003610072126465247	1.67757808664748
0.16089723891917432	-1.595525378698691	2.07816943291513	1.0383967138728236	1.4943800068766446
0.1927709818662911	-1.0694125502867529	0.5975403168196831	0.8908169391828521	0.8798945979706944
-0.30117282530145617	0.2377181968194917	2.7234241773323005	0.5328324646308354	0.2893533055350687
-0.4609271716684804	-0.7640335873239281	0.2766847584706473	1.0279900147376257	0.4067086211319671
-1.3192545121681563	-1.1821229937282782	1.568307007853479	-1.102557312074465	0.7624145296529683
-1.0352597429541361	0.1305860939401961	0.9209668049061748	-0.8381875006628591	0.18509757714467107
-1.4429571113192663	-0.6509210458399225	0.006328969540297963	-0.089625224425947	1.1487691053758482
-0.8128836673210258	-0.8364368524511109	1.8042955016622897	0.5957605816309299	-0.02537700801230211
-0.49589871244329264	-0.2819610771878308	0.5374321351162452	0.3084613769579899	0.9955471921374199
-0.6952186809779592	-0.11689831910111265	0.5828297938804019	0.6024482075645547	1.1229601906971545
-1.201381381702289	-1.0064933163045517	0.6535109488874901	0.9308778329238341	0.9366627631983001
0.30419699028474695	-1.0014388470847027	-0.14285377485748962	-0.44106925837649025	0.830291008443398
-0.3570511344428733	-0.5022387630264593	1.7197648565900665	0.5710530016630342	-0.1309160817056429
-1.8199228581062274	-1.1612424202396787	-0.0726984922757089	0.01583502849506474	1.3912386484077037
-0.2598840051096445	-1.2368666890072406	2.0837079664815112	1.2070270013415905	-0.2467484089629952
-0.01034689366188185	0.6215827437300998	1.5164012659494333	0.5552545197476799	1.009902680178994
-0.3350019877949282	-0.8227538273676847	2.754038405856525	0.14999861797330488	0.8925544829525184
0.1124364929282762	0.3530646298700115	0.6007787004153645	-0.31502362640237447	1.8415669254460019
-0.991207760616642	0.04184524410190867	0.4154547996631589	0.019301616812048533	0.3889431629408928
1.2023214703965186	-0.5449264264204878	1.3216953584325937	0.9796608655311781	1.5583058005370432
-0.6772263850025875	-1.0583109051480932	1.2073647189986405	0.47769575085780436	0.3537704042410044
-0.7257870863994378	0.15574571369516832	1.1939828720038554	0.13590616535102112	1.5707920928795338
1.2992193530296015	0.1740242659176734	0.7296604341896288	0.415094147155297	2.369155571315068
0.1700092277616354	-3.7683488038304547	2.9227894726247863	0.6573265975914218	-0.11149391077622875
-1.8268208597954927	0.10565845139519303	1.3436684167349706	-0.39429284089650196	-0.023668251926679873
-1.6940820845609823	-2.6660339683446606	1.6876171765692636	-0.3105351360350374	-1.2310042744544964
-0.679111996058858	-0.49934157703227916	1.0580762516073912	-0.2987368503466024	1.3101361145031367
-0.6734580230534213	-0.8811774325661539	1.2183496308143495	0.42197170493481584	2.1575980914636066
-0.6242680957887066	-1.191865920692782	2.1551156308821517	-0.12314949091984631	-0.2925572256439644
-1.2007880114462632	-0.7331513675292719	0.671483114002821	-0.43308034646929117	-0.0029961910061413466
-1.0039914924695095	-0.8766066396383206	0.8415399755287842	-0.2922067038014631	0.5233085133571546
-0.643210514694994	-0.31287250772472575	1.2586369035648248	0.06093384357086132	0.8149196856909633
-0.9079178321643889	-0.3548092792605371	1.3410836396955383	0.07857905794545254	0.19288036372275513
-1.234855027580567	0.4108668339132483	1.5824377246906665	0.05302610085728521	-0.40310278015380935
-0.12079557113951303	0.8422050495522472	0.6008377723309097	0.6186529017665059	0.3409857319394032
-0.2593559639147501	-0.8710241852273134	0.7229447964787384	0.7798641843595278	2.326831462130617
-1.33177665342526	-1.8685742802760568	1.0189934398462863	0.36073787881303654	0.8596925759452833
-0.2341618585535634	-0.6728942286207978	1.5287847469906026	0.2052029232261618	0.7170471217242619
-0.5457010511879464	0.5190983463771502	1.117236881093369	0.1297195828449827	-0.363163662555641
