π,Estimate,SD
"[1.0, 1.0, 1.0]",0.6520732178948158,0.20881262618504462
"[0.0, 0.0, 0.0]",0.040152986780944276,0.0426848225461617
"[0.0, 0.0, 1.0]",0.062092868884197544,0.060258018315172364
"[1.0, 1.0, 0.0]",0.04829956139734421,0.031074202252945958
"[0.0, 1.0, 1.0]",0.01721152874319805,0.014969090878374789
"[1.0, 0.0, 0.0]",0.08321484286692869,0.08498867921768333
"[1.0, 0.0, 1.0]",0.0661515549238311,0.06235718915044535
"[0.0, 1.0, 0.0]",0.030803438508740035,0.02332414348068268
