Covariance,Estimate,SD
t1_t1,1.2123788783592953,0.06349985223140994
t1_t2,-0.040344827798615195,0.028334554141219853
t1_t3,-0.004168220547202031,0.027420078449803424
t2_t1,-0.040344827798615195,0.028334554141219853
t2_t2,0.6817860648181138,0.03223987176370023
t2_t3,-0.02084725043787014,0.02175117394767138
t3_t1,-0.004168220547202031,0.027420078449803424
t3_t2,-0.02084725043787014,0.02175117394767138
t3_t3,0.6025511431574649,0.029316696196691347
