1.7088122641689874e-5,4.374159718394119e-6,6.1447791395229554e-6
4.374159718394119e-6,1.967563618419076e-5,7.1708742014775285e-6
6.1447791395229554e-6,7.1708742014775285e-6,1.7417051757643503e-5
1.7233925408741552e-5,5.080972297931354e-6,5.9971559391264005e-6
5.080972297931354e-6,1.6897604780716796e-5,4.49877454988264e-6
5.9971559391264005e-6,4.49877454988264e-6,1.330029615565457e-5
1.5424675042117453e-5,4.649442871182466e-6,5.068837468892265e-6
4.649442871182466e-6,1.5074229262030155e-5,3.668247256793771e-6
5.068837468892265e-6,3.668247256793771e-6,1.1829104470049209e-5
1.3227004464110572e-5,3.691618634018262e-6,3.983233780143276e-6
3.691618634018262e-6,1.346201355118798e-5,2.0479020507064805e-6
3.983233780143276e-6,2.0479020507064805e-6,1.1056971482457839e-5
1.1417335822587082e-5,3.283335308714911e-6,2.493378612882292e-6
3.283335308714911e-6,1.292608432241816e-5,2.003359704127913e-6
2.493378612882292e-6,2.003359704127913e-6,8.173412643937797e-6
1.0204587778405645e-5,2.254923958064887e-6,3.15712069924001e-6
2.254923958064887e-6,9.71392636527516e-6,1.924394464023112e-6
3.15712069924001e-6,1.924394464023112e-6,7.549646094789903e-6
9.799979534291114e-6,1.9962869970762965e-6,2.2064977332665148e-6
1.9962869970762965e-6,8.458854749507009e-6,1.0149268695150263e-6
2.2064977332665148e-6,1.0149268695150263e-6,6.771544582192558e-6
9.656179037464206e-6,1.6443991458722962e-6,1.9554081806292116e-6
1.6443991458722962e-6,8.942355604643622e-6,1.3251757695026282e-6
1.9554081806292116e-6,1.3251757695026282e-6,6.332645092740061e-6
8.311705256531252e-6,2.1490042468869943e-6,2.0006807573560953e-6
2.1490042468869943e-6,8.512769326495363e-6,1.7558072500913834e-6
2.0006807573560953e-6,1.7558072500913834e-6,6.515178280308664e-6
8.72375855748186e-6,2.070832991713991e-6,1.472354633211024e-6
2.070832991713991e-6,8.453740283789168e-6,1.425809115886982e-6
1.472354633211024e-6,1.425809115886982e-6,5.437998316813586e-6
6.696882222565727e-6,1.7622130637985732e-6,1.409572040084988e-6
1.7622130637985732e-6,8.050841807453232e-6,1.2065107440107059e-6
1.409572040084988e-6,1.2065107440107059e-6,6.238886919034332e-6
6.368343284102864e-6,1.4518066914672334e-6,1.978109569749083e-6
1.4518066914672334e-6,6.736157155733301e-6,8.102815090738517e-7
1.978109569749083e-6,8.102815090738517e-7,6.878048805470434e-6
5.324111713649137e-6,1.5078218840301442e-6,1.3956718174693003e-6
1.5078218840301442e-6,6.10399432650913e-6,5.001013322257452e-7
1.3956718174693003e-6,5.001013322257452e-7,5.889123253744244e-6
5.051130722179698e-6,1.5257600011126108e-6,7.60730922859352e-7
1.5257600011126108e-6,6.267832996733598e-6,8.46080113376265e-7
7.60730922859352e-7,8.46080113376265e-7,5.5153979217090845e-6
4.341668740556195e-6,1.37133814948705e-6,6.926134198459094e-7
1.37133814948705e-6,6.439464779853437e-6,1.1467878420605225e-6
6.926134198459094e-7,1.1467878420605225e-6,5.089833183027916e-6
4.244132450977375e-6,1.5207721318679497e-6,3.3929653481101483e-7
1.5207721318679497e-6,6.963703228733767e-6,9.72427059052911e-7
3.3929653481101483e-7,9.72427059052911e-7,4.831862780878324e-6
4.37281316202485e-6,9.153177651810742e-7,4.959774743555501e-7
9.153177651810742e-7,6.835172348794799e-6,1.1695052986848716e-6
4.959774743555501e-7,1.1695052986848716e-6,4.309350003455678e-6
4.1667265377767956e-6,5.064846783773532e-7,3.665624450020781e-7
5.064846783773532e-7,6.518858778711173e-6,8.375319188386274e-7
3.665624450020781e-7,8.375319188386274e-7,4.144320910973855e-6
3.972763675216166e-6,3.142534857145408e-7,4.063479708737683e-7
3.142534857145408e-7,6.7888541843961685e-6,1.1074385009126382e-8
4.063479708737683e-7,1.1074385009126382e-8,4.718874960499894e-6
3.8315138267643435e-6,3.714405019341791e-8,9.467776571949451e-7
3.714405019341791e-8,7.4223059467409965e-6,-8.737744094824081e-8
9.467776571949451e-7,-8.737744094824081e-8,5.463503866306614e-6
4.02345217375902e-6,7.580794905427942e-10,8.350907769826787e-7
7.580794905427942e-10,8.259288865723252e-6,6.731757197255994e-7
8.350907769826787e-7,6.731757197255994e-7,5.444496638927303e-6
4.394316361957601e-6,-2.449636000706541e-8,1.056493659196229e-6
-2.449636000706541e-8,8.273088697132642e-6,8.498957371457135e-7
1.056493659196229e-6,8.498957371457135e-7,5.642760637606828e-6
3.859792200327122e-6,-1.1712774213395848e-7,9.249045574107274e-7
-1.1712774213395848e-7,8.730713909382175e-6,1.1237802364815884e-6
9.249045574107274e-7,1.1237802364815884e-6,4.5000546013827355e-6
3.2683327088698234e-6,1.4158749672230767e-7,6.928687236239751e-7
1.4158749672230767e-7,8.999362818890205e-6,1.1364755527056236e-6
6.928687236239751e-7,1.1364755527056236e-6,3.952209961359742e-6
3.4726479500033806e-6,7.116789006696148e-7,6.62250678009955e-7
7.116789006696148e-7,8.304585652504342e-6,7.913302730776169e-7
6.62250678009955e-7,7.913302730776169e-7,4.409346943117155e-6
3.9760627369841645e-6,6.949743225263279e-7,1.0065330895297493e-6
6.949743225263279e-7,7.813346741234508e-6,1.128016184852081e-6
1.0065330895297493e-6,1.128016184852081e-6,4.78265000835386e-6
4.122741496296919e-6,1.2866637829619512e-6,1.074894435068872e-6
1.2866637829619512e-6,8.070188719368817e-6,1.1943070477487748e-6
1.074894435068872e-6,1.1943070477487748e-6,5.132180506735968e-6
4.100050120696283e-6,9.318153986755449e-7,1.1943551194157323e-6
9.318153986755449e-7,8.59530378044809e-6,1.3235336355719768e-6
1.1943551194157323e-6,1.3235336355719768e-6,4.941273726798873e-6
4.259856529016889e-6,4.224383042470397e-7,1.0395509305788666e-6
4.224383042470397e-7,7.857573905751042e-6,1.7580118171468782e-6
1.0395509305788666e-6,1.7580118171468782e-6,4.957670643594304e-6
4.201123998521912e-6,4.5095869897437127e-7,1.1157536703008054e-6
4.5095869897437127e-7,8.400549911045202e-6,1.232185366148485e-6
1.1157536703008054e-6,1.232185366148485e-6,4.888527345129663e-6
3.7447403448517273e-6,2.310287185596817e-7,7.846995992778102e-7
2.310287185596817e-7,9.237131496899108e-6,1.144377386572366e-6
7.846995992778102e-7,1.144377386572366e-6,4.2612175085860455e-6
3.8149855040465595e-6,4.995948615153413e-7,1.1019066122122203e-6
4.995948615153413e-7,9.114915135015972e-6,1.0899777893050381e-6
1.1019066122122203e-6,1.0899777893050381e-6,4.556894107733887e-6
3.736263355200907e-6,2.8712870205570026e-7,9.030199539005913e-7
2.8712870205570026e-7,8.64513984199788e-6,1.0055116529737767e-6
9.030199539005913e-7,1.0055116529737767e-6,4.056854868588991e-6
3.703929904203805e-6,3.779898473798021e-8,1.1527118502069145e-6
3.779898473798021e-8,9.428447834014598e-6,8.458882199609035e-7
1.1527118502069145e-6,8.458882199609035e-7,4.289145303956017e-6
4.131906935840113e-6,-2.1084433360583774e-7,1.2674968947544847e-6
-2.1084433360583774e-7,8.498552617316225e-6,-5.00244051209943e-8
1.2674968947544847e-6,-5.00244051209943e-8,3.984340258003677e-6
4.323852077255985e-6,1.4840097626448127e-7,1.5371316727440113e-6
1.4840097626448127e-7,8.695060797987944e-6,-5.6873289367831216e-8
1.5371316727440113e-6,-5.6873289367831216e-8,4.066178253788933e-6
4.619173028021272e-6,8.044969316204061e-8,1.3112407271207232e-6
8.044969316204061e-8,8.372246070761261e-6,8.480668130320698e-8
1.3112407271207232e-6,8.480668130320698e-8,4.31263598687757e-6
5.079499864817676e-6,-4.802588924449279e-7,1.5074301882545901e-6
-4.802588924449279e-7,7.703507676451119e-6,-8.20374568687071e-7
1.5074301882545901e-6,-8.20374568687071e-7,4.334645563402706e-6
5.228086710151022e-6,-1.2374601906559968e-7,1.8695254785154193e-6
-1.2374601906559968e-7,7.733848124620763e-6,-5.394832401191886e-7
1.8695254785154193e-6,-5.394832401191886e-7,4.757316880119159e-6
4.652686238563228e-6,-2.835675135069623e-7,1.5601799095041866e-6
-2.835675135069623e-7,6.672348076963406e-6,-8.067630900357092e-7
1.5601799095041866e-6,-8.067630900357092e-7,4.9688519138979645e-6
5.154201990058052e-6,-2.3268833603821707e-7,1.9923369017140194e-6
-2.3268833603821707e-7,7.288505813705053e-6,-8.113360408550851e-7
1.9923369017140194e-6,-8.113360408550851e-7,5.243870749199436e-6
6.0182273108195395e-6,-1.2734279443670647e-7,2.3203108974893433e-6
-1.2734279443670647e-7,7.765039545845642e-6,-6.639101565090014e-7
2.3203108974893433e-6,-6.639101565090014e-7,5.708451363483841e-6
4.77703461472524e-6,1.0615965343271941e-7,1.998461541469703e-6
1.0615965343271941e-7,7.411957348024831e-6,1.766735088843519e-7
1.998461541469703e-6,1.766735088843519e-7,5.9405073773316135e-6
4.336701108627831e-6,3.827860672096667e-8,1.7346683866637305e-6
3.827860672096667e-8,8.675587089487806e-6,-1.910158173756481e-7
1.7346683866637305e-6,-1.910158173756481e-7,5.511772973601388e-6
3.894933122214632e-6,-4.634410106518067e-7,1.586370744644611e-6
-4.634410106518067e-7,7.776041084290763e-6,-4.6043897000546017e-7
1.586370744644611e-6,-4.6043897000546017e-7,5.344706575579412e-6
4.030214031306042e-6,-4.066137025133644e-7,1.8611490222662195e-6
-4.066137025133644e-7,8.55195087381524e-6,-1.9929754529960197e-7
1.8611490222662195e-6,-1.9929754529960197e-7,5.486207269358889e-6
3.854309193858868e-6,1.2160212245189978e-7,1.7092698358346043e-6
1.2160212245189978e-7,7.590831767390849e-6,-1.4129878141175733e-8
1.7092698358346043e-6,-1.4129878141175733e-8,5.154538756791059e-6
4.047233124204029e-6,8.704440481681729e-7,2.074086643875505e-6
8.704440481681729e-7,7.4300472248888e-6,3.637994709242648e-7
2.074086643875505e-6,3.637994709242648e-7,5.930013854490968e-6
4.145614481252208e-6,1.7446569559064625e-6,1.9171597218082494e-6
1.7446569559064625e-6,9.369555113645316e-6,1.063322080289054e-6
1.9171597218082494e-6,1.063322080289054e-6,5.7378437327055295e-6
4.460975068112174e-6,2.1175395940198023e-6,1.5797440122766036e-6
2.1175395940198023e-6,8.354475744031526e-6,1.2888731378607226e-6
1.5797440122766036e-6,1.2888731378607226e-6,5.1448114949982e-6
4.994111344797528e-6,2.2454980860526604e-6,1.79406718179536e-6
2.2454980860526604e-6,8.002041009771561e-6,6.178353997219714e-7
1.79406718179536e-6,6.178353997219714e-7,5.041706859466795e-6
4.9688274191111725e-6,2.0592262623951484e-6,1.718239514394876e-6
2.0592262623951484e-6,8.04455814659915e-6,5.482494925226663e-8
1.718239514394876e-6,5.482494925226663e-8,4.669165323852511e-6
4.534409783975402e-6,1.7445754801971052e-6,1.8473151998918686e-6
1.7445754801971052e-6,8.901911164091854e-6,-8.351526151424814e-7
1.8473151998918686e-6,-8.351526151424814e-7,4.165354826034811e-6
4.5833641706093295e-6,1.4409196747537198e-6,2.0230670624512364e-6
1.4409196747537198e-6,6.698290740161592e-6,-2.098335912309654e-7
2.0230670624512364e-6,-2.098335912309654e-7,4.5501779576675234e-6
4.696658875609571e-6,1.0838366066378837e-6,2.2494579544100456e-6
1.0838366066378837e-6,6.193937469595103e-6,-3.5789697605936646e-7
2.2494579544100456e-6,-3.5789697605936646e-7,4.920733234818484e-6
4.673602804972683e-6,5.800774784525828e-7,2.20937430656689e-6
5.800774784525828e-7,6.519852628846359e-6,-6.394626763803511e-7
2.20937430656689e-6,-6.394626763803511e-7,4.662780980378454e-6
5.028730444100169e-6,6.087301065231129e-7,2.1881100639964797e-6
6.087301065231129e-7,6.795563570205181e-6,-8.083723990660834e-7
2.1881100639964797e-6,-8.083723990660834e-7,4.759174502787186e-6
4.594278545579413e-6,6.753753464066913e-7,1.7641590342135493e-6
6.753753464066913e-7,5.911528783914925e-6,-5.541503362941882e-7
1.7641590342135493e-6,-5.541503362941882e-7,4.094773972315808e-6
4.969179716874863e-6,5.422174925148601e-7,1.7465988112248059e-6
5.422174925148601e-7,6.3521992577620214e-6,-3.6508355604708346e-7
1.7465988112248059e-6,-3.6508355604708346e-7,3.910290641636827e-6
5.093157179479143e-6,9.87046626893094e-7,2.0921400848326643e-6
9.87046626893094e-7,6.345489209221962e-6,1.2301986784329504e-7
2.0921400848326643e-6,1.2301986784329504e-7,4.299025762134126e-6
5.038973788319427e-6,1.5783220001762159e-7,2.153183053041457e-6
1.5783220001762159e-7,6.814468249508975e-6,-9.669698543087657e-7
2.153183053041457e-6,-9.669698543087657e-7,4.185944890278771e-6
5.054870751202575e-6,2.57102669372151e-7,2.1325241986756534e-6
2.57102669372151e-7,6.5968105559287e-6,-8.383999285139521e-7
2.1325241986756534e-6,-8.383999285139521e-7,4.392724759012417e-6
4.962750146352059e-6,-2.9520525878467646e-7,1.8697504028450165e-6
-2.9520525878467646e-7,6.714689290211399e-6,-8.754430703899409e-7
1.8697504028450165e-6,-8.754430703899409e-7,4.1521411932327946e-6
5.440073529085887e-6,-1.006986022462184e-7,1.959136341829255e-6
-1.006986022462184e-7,6.347754463935773e-6,-6.367909161180319e-7
1.959136341829255e-6,-6.367909161180319e-7,4.229902502208046e-6
5.005019025813745e-6,2.949276563107696e-7,1.8012954388413328e-6
2.949276563107696e-7,6.133478521912457e-6,-4.819318146160767e-7
1.8012954388413328e-6,-4.819318146160767e-7,4.197795829860273e-6
5.148239631753721e-6,8.148724599238527e-7,2.0636856068069763e-6
8.148724599238527e-7,6.1759692360870255e-6,7.717023927250969e-8
