t1,t2,t3
0.4124423095795882,0.5196984538983244,0.4420968147406966
0.3889482854096661,0.5431192667342953,0.43857061858507296
0.35711773691165416,0.5169701437451691,0.4318366267624048
0.30038355872725303,0.47799078502371417,0.4215340905602248
0.3258275840170793,0.4854914448649917,0.38510172309865887
0.28167689602294543,0.45948679027823636,0.3729349344407657
0.2589091660992432,0.42300986564309045,0.38061627978120494
0.24385035450574016,0.450277690370079,0.35319910311291425
0.22913002662004162,0.46833181873762525,0.3394816176261145
0.21690110611688132,0.4177531564908738,0.33535851393209554
0.22147384406100332,0.42744989078158174,0.3141998492608525
0.24447387201283297,0.39195416628372515,0.3532010027240767
0.19692560925997613,0.42195091157834896,0.34147436276996457
0.213060376444939,0.40321997632820966,0.3491699762859618
0.20226554513831474,0.41252219513683014,0.3633592638882598
0.16211444571232111,0.4349262687895254,0.34105101847145225
0.16268156980509832,0.4386807466139623,0.3648897472055799
0.16470199587776674,0.41153359471761874,0.37433652994006583
0.18546193227302987,0.3953821915413136,0.36201127635621344
0.1988367332682836,0.4441073515321755,0.36625752821546115
0.18946914979405954,0.4603030196754488,0.37405663473915735
0.1808851512219767,0.4767843085451332,0.3837442966318279
0.17864509898947648,0.4521835105263904,0.3714893143284586
0.17290154421619436,0.4769294539288084,0.371554677000223
0.1692937833213003,0.46268087262802265,0.38962477241349125
0.17910551029026314,0.46330259023991427,0.37464222161393124
0.16897002443517373,0.46983296735809477,0.37635918554383896
0.18276596048641805,0.487567243831057,0.38520791551568334
0.17257907285024016,0.46753084285681396,0.39552444215314725
0.19396012268015925,0.4913895150652792,0.37394023928969067
0.18712397389597893,0.4972594315713949,0.3574396950809934
0.18671195353683592,0.4910798594451886,0.3872755486720919
0.19350847092454723,0.5047809025045283,0.3451774159496908
0.19541416772642473,0.498217733876032,0.36402066823933055
0.17695338261904273,0.4897010652856005,0.3632367809187105
0.19742231065480392,0.4972631302789494,0.3420302942870346
0.18109049776109193,0.4836195906844671,0.3483414328153447
0.2124112877912012,0.5079251169172015,0.3365092062289556
0.21461617641361627,0.4932227598597103,0.3544599532956863
0.19521498034929238,0.4685264859536265,0.3455354537273417
0.21532860942869042,0.47252787582527483,0.3553759949228222
0.22768648568434255,0.47824939412337386,0.3636510804964535
0.20116815871203533,0.49180320908500086,0.34778851632217117
0.20584934895958043,0.5035877162100811,0.3328454404185947
0.18913446046716836,0.4769548746154966,0.32773097679528657
0.19073523184206195,0.4880397799089237,0.32864468109650163
0.18663147779100087,0.4918139747489792,0.3271453194999503
0.20693751186171774,0.4963077322066572,0.32861483058447055
0.18973660757012703,0.5275716039944691,0.341911978872266
0.21374247725523085,0.5099298348743434,0.33424621775422053
0.21891419717787278,0.49292738666286795,0.3343956405034168
0.22525854218759636,0.48549868686844544,0.30701460846407747
0.23744949994431236,0.4905655874973467,0.3151944874159277
0.22633872080415934,0.47524274841462777,0.3309716353119994
0.21544419256109812,0.4588384614882474,0.3352809123340728
0.21424576124792302,0.4656408644725328,0.327862886070198
0.2022236331525533,0.4680929727601796,0.362303763924175
0.1914181858737947,0.45816081050584406,0.35591151972826895
0.20714566149995015,0.4651153945945331,0.3581668936592934
0.20206471073857046,0.4511575266232251,0.3577192676254116
0.20765098286174521,0.46598030989204037,0.33236054567324674
0.19577138070284772,0.4670619522672,0.3422231237703194
0.17200845723441788,0.4485758634886238,0.33572566139319193
0.19384320176313521,0.44690771665776563,0.3219990186265091
0.1951710422414164,0.4596905777620658,0.3218332738984095
0.20192972733906928,0.47775160540883727,0.33033227559936795
0.20708437000090169,0.4987021640880248,0.3406264847161167
0.18022674638384492,0.5039354116773369,0.3344393893318458
0.18252424835185227,0.4981109049493447,0.2867172084898869
0.18072405445959602,0.48635602633177444,0.3345514912257758
0.18333152353328833,0.4615856592980494,0.345022405356211
0.1734866306322279,0.4812820071212602,0.32896082174116204
0.1723441218463531,0.47223939101691065,0.3394048174788471
0.19525711775956486,0.46266649429606593,0.3477789911714157
0.17340591158169935,0.47591501965063426,0.32414883149757356
0.16788993609241976,0.4785410196487686,0.311360870199527
0.16684893495480202,0.49066914384371624,0.3410799492411739
0.1866560877738583,0.4988074416424568,0.3456197130594557
0.19096867775025397,0.5022144702894534,0.3567129174903334
0.19211473478170252,0.4722869477292968,0.34025934578812755
0.19580840374546857,0.4709766212759137,0.3583668290214329
0.17015921098341386,0.4975673316969787,0.3706578593793472
0.18187236200499735,0.49174006826297995,0.3637307791259631
0.18436772168632504,0.46619649299872673,0.39107376409690586
0.1926861315413206,0.4464720552714468,0.3471400604145244
0.1889100302936462,0.46219826906301276,0.37211213341025845
0.1882707958109758,0.45344697733535894,0.33437115136235707
0.19646476580507063,0.43634123985318424,0.33658389056329563
0.17201426138804018,0.4333666146720667,0.35335478570299717
0.1733957279817663,0.4571850358512237,0.35520852265447944
0.1803441643570524,0.44200182542985905,0.37971501064839336
0.17164064654560135,0.3948523332724644,0.3771952988817738
0.18112351114606504,0.4020211161444141,0.38128469495842576
0.17650797530374623,0.4248450245086008,0.40107447269129376
0.1682350226877622,0.43082449868269757,0.4104951343322247
0.17062116341783706,0.4184568822068627,0.3807038757940581
0.1720816874989013,0.4532762184783747,0.3805913572744074
0.15277094796625407,0.42463278903530605,0.4184664349709666
0.17070985495555807,0.45398397237334154,0.40595341367869736
0.16446836960727804,0.43346965648620417,0.39798008095408466
