t1_t1,t1_t2,t1_t3,t2_t1,t2_t2,t2_t3,t3_t1,t3_t2,t3_t3
0.3350706284705976,0.06608513203836318,0.038448051474523175,0.06608513203836318,0.2547935909953703,0.018079086231117307,0.038448051474523175,0.018079086231117307,0.2371526635642343
0.328112846340865,0.08961493184060727,0.03786937100951417,0.08961493184060727,0.3540268065494087,0.03503240757901327,0.03786937100951417,0.03503240757901327,0.27426110762678596
0.2998139696178463,0.06951614759336444,0.04866644108605726,0.06951614759336444,0.39132851406692554,0.0475853558915979,0.04866644108605726,0.0475853558915979,0.29064740304578246
0.29229225220811816,0.09702470110111393,0.05108560616236239,0.09702470110111393,0.43397245412508006,0.06306607130095084,0.05108560616236239,0.06306607130095084,0.31465493237000913
0.29045359628832235,0.09947012912396064,0.06991215589605508,0.09947012912396064,0.4265491335367574,0.08392197470738746,0.06991215589605508,0.08392197470738746,0.3369027434901684
0.2714003796491935,0.11831507646663757,0.07081420324921477,0.11831507646663757,0.472385591346481,0.06090009240786556,0.07081420324921477,0.06090009240786556,0.3071635808434932
0.2598470635289627,0.11292836786832633,0.07711431960125632,0.11292836786832633,0.49040332469773595,0.06635019740997204,0.07711431960125632,0.06635019740997204,0.27305756069241416
0.2465604484880572,0.11101306914680656,0.06768339804987901,0.11101306914680656,0.49597216595483784,0.06180644214411518,0.06768339804987901,0.06180644214411518,0.273283408266676
0.22455601501434277,0.08478910839789693,0.05785151507716435,0.08478910839789693,0.5412937879828631,0.06284324322885078,0.05785151507716435,0.06284324322885078,0.30739414558611056
0.23360462019379266,0.0981974663755224,0.068018551268663,0.0981974663755224,0.523579012640241,0.04318089757039751,0.068018551268663,0.04318089757039751,0.32805876637656484
0.22599485960038554,0.1083363703583856,0.04162175314431544,0.1083363703583856,0.5160613999230393,0.035362011368043754,0.04162175314431544,0.035362011368043754,0.32637646691373795
0.228425597008303,0.07425223678236519,0.03705629979570635,0.07425223678236519,0.5388020588419483,0.048554534040612704,0.03705629979570635,0.048554534040612704,0.3482761462175034
0.20301118856494227,0.06535387701094163,0.03185580318337871,0.06535387701094163,0.5868723903384896,0.045069996428902505,0.03185580318337871,0.045069996428902505,0.32560118013576245
0.18484193195893184,0.06118811498983963,0.03815595050838157,0.06118811498983963,0.5548683779631993,0.03799881447460214,0.03815595050838157,0.03799881447460214,0.34479906990330844
0.18350541805727671,0.05327086318737081,0.033565869952681925,0.05327086318737081,0.6233870856951125,0.035088395736802266,0.033565869952681925,0.035088395736802266,0.3093067905975614
0.1780540247158241,0.06814918304333661,0.023243822129462348,0.06814918304333661,0.5827381304097173,0.02512084960511297,0.023243822129462348,0.02512084960511297,0.30675053363999494
0.17444064038139956,0.08261002921781198,0.040920952886848064,0.08261002921781198,0.5588714008010645,0.050347872412509126,0.040920952886848064,0.050347872412509126,0.3146740879705595
0.1721634246200356,0.05669446047388664,0.03441868887065255,0.05669446047388664,0.5436704838356835,0.049834994069032426,0.03441868887065255,0.049834994069032426,0.3136752136669279
0.16894345723452547,0.05398335311868408,0.039316995344926706,0.05398335311868408,0.5238056589752231,0.061693646128562,0.039316995344926706,0.061693646128562,0.33842199500288506
0.16485607375915284,0.05592481524113164,0.038342642509995264,0.05592481524113164,0.5284068182368384,0.07615777478342871,0.038342642509995264,0.07615777478342871,0.3574937935292958
0.16489688913931771,0.08199609804363227,0.02911362112728837,0.08199609804363227,0.5099403803007789,0.0751863243511386,0.02911362112728837,0.0751863243511386,0.3349084152365102
0.16846137949518672,0.08244414270305085,0.03202587816755392,0.08244414270305085,0.5335810918374051,0.0854878511975494,0.03202587816755392,0.0854878511975494,0.3252213772889216
0.1650669702651645,0.08577297948529794,0.0396377990208905,0.08577297948529794,0.5137564405707182,0.06063415163474338,0.0396377990208905,0.06063415163474338,0.32984123697572393
0.16299516195035957,0.0840856894858893,0.03588895213639525,0.0840856894858893,0.5206703367011063,0.04989777395740185,0.03588895213639525,0.04989777395740185,0.3218746173587959
0.16797660145564086,0.08205573795273194,0.04758023171388993,0.08205573795273194,0.5320367660236555,0.0591713162878175,0.04758023171388993,0.0591713162878175,0.3107458609348599
0.17203814218092983,0.08940874011208326,0.05749597773154085,0.08940874011208326,0.5375103637668159,0.049217807665919225,0.05749597773154085,0.049217807665919225,0.3459582329389383
0.16378988437091688,0.06998140642198838,0.05139821371268285,0.06998140642198838,0.5262544166135623,0.047595475313700585,0.05139821371268285,0.047595475313700585,0.3467106416317534
0.1925976844408763,0.07459078639841678,0.06505081073803402,0.07459078639841678,0.49370428080661727,0.06768984579733232,0.06505081073803402,0.06768984579733232,0.3292160542037704
0.19368376765011613,0.09135219622559158,0.0635803894300379,0.09135219622559158,0.5381314600806544,0.061909422281479574,0.0635803894300379,0.061909422281479574,0.3297939709857653
0.1907136924421587,0.10707932303510351,0.05782866877925533,0.10707932303510351,0.5638837783628573,0.08902032010093734,0.05782866877925533,0.08902032010093734,0.3426622247025977
0.19935631812749977,0.10545311278374397,0.05118325769751307,0.10545311278374397,0.5432272746907383,0.07616625869234056,0.05118325769751307,0.07616625869234056,0.3372072573828547
0.19800737695904655,0.12839197396704516,0.05509096816700982,0.12839197396704516,0.5576121418903196,0.08397086636376337,0.05509096816700982,0.08397086636376337,0.33044472612349535
0.2058432800876281,0.14267021821972115,0.05410234649174327,0.14267021821972115,0.5523644908680174,0.08397416056269716,0.05410234649174327,0.08397416056269716,0.312044958727511
0.21126715104263782,0.1448499146960544,0.055461307661222856,0.1448499146960544,0.5431615874700241,0.07512075838173222,0.055461307661222856,0.07512075838173222,0.31583464792793176
0.19416699330428613,0.12545262508084642,0.05381363826467349,0.12545262508084642,0.604848720537578,0.05389901420889485,0.05381363826467349,0.05389901420889485,0.32433458756767813
0.18142901836939812,0.10637792749452944,0.0496072585413864,0.10637792749452944,0.571011139028612,0.05394757982584861,0.0496072585413864,0.05394757982584861,0.334787639653059
0.17450471745284807,0.10357009515300615,0.07023538573804639,0.10357009515300615,0.559019293312227,0.06633603044337517,0.07023538573804639,0.06633603044337517,0.30270305499621164
0.16876398940950657,0.09982758379711844,0.06325905033428164,0.09982758379711844,0.5506937330397184,0.061003027863194115,0.06325905033428164,0.061003027863194115,0.333727443619701
0.18012109275500818,0.12302633715911901,0.06281172325981904,0.12302633715911901,0.583049680158057,0.06362559104049935,0.06281172325981904,0.06362559104049935,0.3115717493484603
0.17934008187677417,0.12612826518103434,0.05831495644520628,0.12612826518103434,0.5713680238365473,0.06601836659550758,0.05831495644520628,0.06601836659550758,0.3429581380496119
0.16389033833887198,0.11919778029443462,0.04513779246742782,0.11919778029443462,0.5857024963098214,0.06731905868412486,0.04513779246742782,0.06731905868412486,0.33572604248226634
0.1642447339075736,0.11870446321218873,0.056040700715866906,0.11870446321218873,0.5948151563767464,0.09731040845932118,0.056040700715866906,0.09731040845932118,0.3670754142923803
0.16228618319670476,0.11412585513381043,0.04969234234431556,0.11412585513381043,0.5558972909112623,0.11001456622761979,0.04969234234431556,0.11001456622761979,0.37630059772866886
0.16437012799580128,0.10699224427264614,0.0442658905051178,0.10699224427264614,0.5556841317424099,0.08651295429814773,0.0442658905051178,0.08651295429814773,0.34693966144780164
0.15420960179605242,0.11359790721381068,0.04149339663464735,0.11359790721381068,0.5739470992760463,0.08662491298973615,0.04149339663464735,0.08662491298973615,0.3372161657475084
0.1699289183308278,0.11326158812042215,0.04094830522769737,0.11326158812042215,0.6190675167379364,0.07277265236371867,0.04094830522769737,0.07277265236371867,0.34946585281795517
0.18919918249449857,0.11995824253174975,0.07173857428245148,0.11995824253174975,0.5671744821148338,0.07685210110847912,0.07173857428245148,0.07685210110847912,0.32324758482694305
0.18028091140878363,0.12744660909740463,0.052132112966864014,0.12744660909740463,0.6097610858683006,0.05951400111577416,0.052132112966864014,0.05951400111577416,0.33758566753302965
0.16905946471617986,0.12677791252854162,0.061881101290767605,0.12677791252854162,0.6206138465920301,0.07983742707442967,0.061881101290767605,0.07983742707442967,0.3550585925915098
0.16515019888733193,0.09508045781675205,0.057788882974231466,0.09508045781675205,0.5714149868950409,0.077729028326384,0.057788882974231466,0.077729028326384,0.35453623896635234
0.15854262773205924,0.1208298188743503,0.058336308762487916,0.1208298188743503,0.6550313304305094,0.06460705167401393,0.058336308762487916,0.06460705167401393,0.35623710755661114
0.1588166420777437,0.12860320454711652,0.03598489310899141,0.12860320454711652,0.6342690512437363,0.057607861855554075,0.03598489310899141,0.057607861855554075,0.3488979293576846
0.17224577543308045,0.1421174252669469,0.04989975612980221,0.1421174252669469,0.5903997235087111,0.04520757086243726,0.04989975612980221,0.04520757086243726,0.3719485859394188
0.17356171014487717,0.14037556835792261,0.043888448678807805,0.14037556835792261,0.5756458796294844,0.06956464063113171,0.043888448678807805,0.06956464063113171,0.3923796983647157
0.1556537389121395,0.1376030816173041,0.030937113623800618,0.1376030816173041,0.5936173292375972,0.041887728561401896,0.030937113623800618,0.041887728561401896,0.3763198880023922
0.15913671877334798,0.15724515496179728,0.030096764670204532,0.15724515496179728,0.6195960169211077,0.0348708458667788,0.030096764670204532,0.0348708458667788,0.3738641887746001
0.16440441030808683,0.15714057667853962,0.015350364758185686,0.15714057667853962,0.6511160061739424,0.03049237092313667,0.015350364758185686,0.03049237092313667,0.35726483123283576
0.16555685774568255,0.17982290047388955,0.021202830044686528,0.17982290047388955,0.6658819005019174,0.01683193419620054,0.021202830044686528,0.01683193419620054,0.3851966000288329
0.15805291597252785,0.17657166739234573,0.025623259090900827,0.17657166739234573,0.6914461727291242,0.027208307479171467,0.025623259090900827,0.027208307479171467,0.39184297271969126
0.1538066778365287,0.1794919055323384,0.024774030711224065,0.1794919055323384,0.6928465216677224,0.054776666920736905,0.024774030711224065,0.054776666920736905,0.3858934591581274
0.15767332093562117,0.17281791807130736,0.022717278239642685,0.17281791807130736,0.6880194718978124,0.05091960519814024,0.022717278239642685,0.05091960519814024,0.39464288010872756
0.16054685594593635,0.18943404697383992,0.024508612753138686,0.18943404697383992,0.7074455501768763,0.054989542723968485,0.024508612753138686,0.054989542723968485,0.4091193782047457
0.1638900169272124,0.17341512395996064,0.011358418057465486,0.17341512395996064,0.7100019756047414,0.02044224588075556,0.011358418057465486,0.02044224588075556,0.3602222154985162
0.16460332195554386,0.18385897334238527,0.005786365658081985,0.18385897334238527,0.6863616155462515,0.022847972127469474,0.005786365658081985,0.022847972127469474,0.3374427823793575
0.17641014998594823,0.19352745327354526,0.01949804024518141,0.19352745327354526,0.6711467567939101,0.031841592346240975,0.01949804024518141,0.031841592346240975,0.35780449804820796
0.18735249789460576,0.1975608053389786,0.017789339053521563,0.1975608053389786,0.6665692381290297,0.013077259008802373,0.017789339053521563,0.013077259008802373,0.3731155442791705
0.171229788536408,0.19044056581418692,0.03301918831447824,0.19044056581418692,0.6947391324294118,0.01722988880851302,0.03301918831447824,0.01722988880851302,0.38485695854193397
0.16431281865847844,0.17566864714135852,0.0329183456801831,0.17566864714135852,0.6668901357915482,0.003812947624595792,0.0329183456801831,0.003812947624595792,0.37500912087005156
0.1536910595921061,0.14547744526565048,0.009260625889120945,0.14547744526565048,0.6052360987364914,0.018558623247908634,0.009260625889120945,0.018558623247908634,0.3393889628632491
0.15957677608557022,0.14390321951613197,0.02036648274562459,0.14390321951613197,0.5730053669295966,0.022856939837479707,0.02036648274562459,0.022856939837479707,0.3395585682740085
0.15614102997780652,0.1522635387342803,0.030144079072546116,0.1522635387342803,0.5705164974502946,0.02259232233738703,0.030144079072546116,0.02259232233738703,0.3264417811630816
0.15678237014403373,0.1497346196489386,0.02236648569250032,0.1497346196489386,0.549057330405718,0.008684615285332212,0.02236648569250032,0.008684615285332212,0.3447934299634157
0.15673350436121786,0.13323912849766187,0.02226418825958583,0.13323912849766187,0.5601957802763997,0.03452437767129985,0.02226418825958583,0.03452437767129985,0.32189451800473073
0.1540289453299869,0.12692561956576237,0.021551412225570277,0.12692561956576237,0.5546306383476801,0.032309433509309406,0.021551412225570277,0.032309433509309406,0.33335385222448644
0.15815026043041366,0.1285865841372912,0.02054272656788919,0.1285865841372912,0.615935858935914,0.05468271568306149,0.02054272656788919,0.05468271568306149,0.3386992795528924
0.14581872081538713,0.12302647171784548,0.014701750239791669,0.12302647171784548,0.5771308024270652,0.04488785787293621,0.014701750239791669,0.04488785787293621,0.32147685398676007
0.1582675012426723,0.11407649492435526,0.008631805880401116,0.11407649492435526,0.5324117441128863,0.033078048937993126,0.008631805880401116,0.033078048937993126,0.33202497002637743
0.16113078934955316,0.11286291623033323,0.01264744405612184,0.11286291623033323,0.5139063664869509,0.03532204648931813,0.01264744405612184,0.03532204648931813,0.33360151762455625
0.1497877921690001,0.10356963041870121,0.03261156317710522,0.10356963041870121,0.5229102607719367,0.061031654203109964,0.03261156317710522,0.061031654203109964,0.36229618589324525
