t1:ϵ_t1:ϵ,t1:ϵ_t2:ϵ,t1:ϵ_t3:ϵ,t2:ϵ_t1:ϵ,t2:ϵ_t2:ϵ,t2:ϵ_t3:ϵ,t3:ϵ_t1:ϵ,t3:ϵ_t2:ϵ,t3:ϵ_t3:ϵ
0.4466563208719184,0.08981966556011553,0.12214917336329245,0.08981966556011553,0.4484058352192894,0.12785410216370102,0.12214917336329248,0.12785410216370105,0.5405156091189758
0.442885480950602,0.1264362724972302,0.12528390600253259,0.1264362724972302,0.411752164380088,0.12051726615589492,0.12528390600253259,0.12051726615589495,0.5704692671339077
0.38193929512471547,0.11135805618208224,0.08300787153143104,0.11135805618208221,0.40547216008387826,0.07741796683678973,0.08300787153143104,0.07741796683678973,0.6099946323575228
0.33941057901235955,0.095688078982296,0.10939257985093731,0.09568807898229603,0.3828514554422153,0.11480244372404766,0.10939257985093731,0.11480244372404765,0.7202944380389527
0.3101175653072251,0.07778167646780884,0.03748233225058406,0.07778167646780883,0.35825908467957723,0.09064346585253967,0.03748233225058406,0.09064346585253967,0.7547664553224318
0.2531526110252985,0.08319665100747638,0.04821375328425245,0.08319665100747639,0.33588962058712263,0.09190388463445205,0.048213753284252446,0.09190388463445205,0.7720808317587013
0.27363171394036423,0.09762978146934141,0.12150761986482574,0.09762978146934143,0.39601147097443234,0.09042216096226377,0.12150761986482576,0.09042216096226377,0.9343237006364643
0.24444374357435716,0.04154427734549018,0.05456807290738573,0.04154427734549018,0.338475549583868,0.03219430175166288,0.05456807290738573,0.03219430175166288,0.9218813942827581
0.24623269621484678,0.04338803694050612,0.03921081686504313,0.043388036940506115,0.34877502883795247,0.07853876243317369,0.03921081686504312,0.07853876243317369,0.8709862356202066
0.2399918045041539,0.0455553505203018,0.028541773192559156,0.045555350520301796,0.36604741088301307,0.1123838472995092,0.028541773192559166,0.11238384729950923,0.8303347960890419
0.2322719947711811,0.061514399893104345,0.02889331083633269,0.06151439989310434,0.3627543389507284,0.12569012991669756,0.028893310836332682,0.12569012991669756,0.8088839857101745
0.21691617880475209,0.06839979320881197,0.015956419213453994,0.06839979320881197,0.35530530983787284,0.11507498855558518,0.01595641921345399,0.11507498855558518,0.7899026766187577
0.1994413082182348,0.048915061844695275,0.051108310466936396,0.04891506184469527,0.33928170435735916,0.11694791598281781,0.0511083104669364,0.11694791598281781,0.8399973725218063
0.22022918949318482,0.08859594639237044,0.08253340821273163,0.08859594639237044,0.37944243805895433,0.1460235955635202,0.08253340821273163,0.1460235955635202,0.7409872344334898
0.2408133356262417,0.08942154286232992,0.08859945221537138,0.08942154286232992,0.4067057495440456,0.1366558692754401,0.08859945221537138,0.1366558692754401,0.7888162129606999
0.21331367699478043,0.10196071883526774,0.0621383736565213,0.10196071883526772,0.4692919241722693,0.17596561478943956,0.06213837365652131,0.17596561478943956,0.7633666109325139
0.2150167790458257,0.11452063603104548,0.07224937106561037,0.11452063603104547,0.501107795595353,0.14390907242188944,0.07224937106561037,0.14390907242188944,0.734794372585981
0.22131637711733596,0.0711646735485867,0.054888649755289266,0.07116467354858672,0.4638484874396486,0.1294487789869398,0.054888649755289266,0.1294487789869398,0.7375142271408581
0.23269079071144713,0.0743050925787514,0.08180357683900691,0.07430509257875141,0.43113116018684267,0.09306714650918842,0.08180357683900691,0.09306714650918842,0.7883651865227886
0.2692954253638851,0.08311696976440444,0.10105865660634607,0.08311696976440444,0.4120551945898203,0.12969185281937973,0.10105865660634607,0.12969185281937975,0.918591252514905
0.25708265342787856,0.08147899004943357,0.12072485491405817,0.08147899004943357,0.46011444135194346,0.11682553356997169,0.12072485491405817,0.1168255335699717,0.9583898525245949
0.27374259056622424,0.05874677087404384,0.0692847888934169,0.058746770874043855,0.4434291986632121,0.1368563782143863,0.0692847888934169,0.1368563782143863,1.0348311177263796
0.3021310127162582,0.07117712936457127,0.1081668826702096,0.07117712936457127,0.4054973600529905,0.10652163610196246,0.1081668826702096,0.10652163610196244,1.0979691800109657
0.2912668391991962,0.09340915161695629,0.14758661229385361,0.09340915161695629,0.3950113699943643,0.15671036353534631,0.1475866122938536,0.15671036353534631,1.119810435007652
0.30978813595986443,0.1173918425353839,0.1842222645588676,0.11739184253538393,0.3967487749815222,0.10783966182846734,0.18422226455886756,0.1078396618284673,1.1221712024593535
0.2786688697380245,0.07670065466177137,0.17490725112126324,0.07670065466177138,0.3914055771395389,0.06919488461385824,0.17490725112126326,0.06919488461385823,1.128449900267609
0.2772396605094706,0.08603057023530902,0.16958735401676853,0.08603057023530902,0.39707582550908616,0.1346594231402413,0.16958735401676853,0.1346594231402413,1.0269606366905828
0.2628510381907266,0.0920461640835872,0.18265790817487584,0.09204616408358722,0.41487485103830835,0.16100921265603804,0.18265790817487584,0.16100921265603804,1.0158424702320235
0.2338868628597016,0.07649025504490586,0.13193763769430283,0.07649025504490588,0.4269670186463164,0.1400454937306381,0.1319376376943028,0.14004549373063807,0.9272992412716626
0.24080396481871205,0.0852403994195042,0.12352052602540031,0.08524039941950422,0.39229690919844074,0.09471071369975728,0.12352052602540031,0.09471071369975728,0.9463348872813726
0.26613981177051393,0.07932477273904957,0.13991024664184024,0.07932477273904959,0.3541716985743259,0.0565071389085883,0.1399102466418402,0.056507138908588286,0.9661155055805698
0.25933958853483124,0.05707569651130213,0.15568596310604021,0.057075696511302114,0.33084858616780527,0.046650170476049836,0.1556859631060402,0.04665017047604984,1.024929521583166
0.24212802787217028,0.03732119388565759,0.15958549698569585,0.03732119388565759,0.34631497881022255,0.08595108378312571,0.15958549698569582,0.08595108378312571,1.0518546697126017
