[1.0, 1.0, 1.0],0.9921511197158658
[0.0, 0.0, 0.0],0.0010871853924809285
[0.0, 0.0, 1.0],0.00029481101499611385
[1.0, 1.0, 0.0],0.00037164776003956114
[0.0, 1.0, 1.0],0.0005116277107829266
[1.0, 0.0, 0.0],0.0018438639546438128
[1.0, 0.0, 1.0],0.002801700578252283
[0.0, 1.0, 0.0],0.0009380438729384823

[1.0, 1.0, 1.0],0.9929121872460488
[0.0, 0.0, 0.0],0.00021424515165645446
[0.0, 0.0, 1.0],0.00013983903981098892
[1.0, 1.0, 0.0],0.0009910445674792625
[0.0, 1.0, 1.0],0.0015771256662282748
[1.0, 0.0, 0.0],0.002950015145406951
[1.0, 0.0, 1.0],0.0005243000640459962
[0.0, 1.0, 0.0],0.0006912431193235057

[1.0, 1.0, 1.0],0.9891505086108876
[0.0, 0.0, 0.0],0.002759784825660831
[0.0, 0.0, 1.0],0.00018956118349977352
[1.0, 1.0, 0.0],0.004445934856111718
[0.0, 1.0, 1.0],0.0012080863403312408
[1.0, 0.0, 0.0],0.0009234644731050641
[1.0, 0.0, 1.0],5.649124790894354e-5
[0.0, 1.0, 0.0],0.0012661684624948868

[1.0, 1.0, 1.0],0.9814836732981624
[0.0, 0.0, 0.0],0.004355382383580302
[0.0, 0.0, 1.0],0.0012890488156994228
[1.0, 1.0, 0.0],0.007508904200943571
[0.0, 1.0, 1.0],0.0015533884647327154
[1.0, 0.0, 0.0],0.0006486060431329971
[1.0, 0.0, 1.0],0.0011956474298901118
[0.0, 1.0, 0.0],0.001965349363858433

[1.0, 1.0, 1.0],0.9864690534118389
[0.0, 0.0, 0.0],0.00565320271189716
[0.0, 0.0, 1.0],0.0016235604352827027
[1.0, 1.0, 0.0],0.003221378443861478
[0.0, 1.0, 1.0],0.00017040620693362096
[1.0, 0.0, 0.0],0.0006506058969178057
[1.0, 0.0, 1.0],0.00027022067515909584
[0.0, 1.0, 0.0],0.0019415722181092964

[1.0, 1.0, 1.0],0.974799855306867
[0.0, 0.0, 0.0],0.0027710450676427106
[0.0, 0.0, 1.0],0.0018607616149755942
[1.0, 1.0, 0.0],0.007376475008237401
[0.0, 1.0, 1.0],0.0032446727438840946
[1.0, 0.0, 0.0],0.0005046078276154365
[1.0, 0.0, 1.0],0.007174303002505754
[0.0, 1.0, 0.0],0.0022682794282721614

[1.0, 1.0, 1.0],0.9684207694431627
[0.0, 0.0, 0.0],0.0010752082166217863
[0.0, 0.0, 1.0],1.0691285620165179e-5
[1.0, 1.0, 0.0],0.006502454272129512
[0.0, 1.0, 1.0],0.0010934585463330641
[1.0, 0.0, 0.0],0.0047558626202021635
[1.0, 0.0, 1.0],0.01649914274443165
[0.0, 1.0, 0.0],0.001642412871498842

[1.0, 1.0, 1.0],0.9494227335859666
[0.0, 0.0, 0.0],0.0002646584863239168
[0.0, 0.0, 1.0],8.81325307991956e-5
[1.0, 1.0, 0.0],0.008891316018844683
[0.0, 1.0, 1.0],1.3695171210395803e-5
[1.0, 0.0, 0.0],0.00813009997251331
[1.0, 0.0, 1.0],0.03254943336369234
