t1:ID_t1:ID,t1:ID_t1:dam,t1:dam_t1:ID,t1:dam_t1:dam
0.5313364,0.1948381,0.1948381,0.54647243
0.49938458,0.13479882,0.13479882,0.4640319
0.44643757,0.08159141,0.08159141,0.45771804
0.45796666,0.04966435,0.04966435,0.41663867
0.40255436,0.031786136,0.031786136,0.42628187
0.37071794,0.052768618,0.052768618,0.3999495
0.36904037,0.02128094,0.02128094,0.3581286
0.39340073,0.025489144,0.025489144,0.32124674
0.38640258,-0.001494668,-0.001494668,0.29425484
0.33747604,0.0091232825,0.0091232825,0.27463228
0.34215105,0.016262107,0.016262107,0.25806627
0.33134788,0.016728293,0.016728293,0.28400543
0.30013397,-0.01914004,-0.01914004,0.25380668
0.3347164,-0.018367093,-0.018367093,0.2769686
0.27296916,-0.0069664037,-0.0069664037,0.27009726
0.26866058,-0.023775116,-0.023775116,0.2687357
0.26252,-0.023041321,-0.023041321,0.28308916
0.28123075,-0.035447624,-0.035447624,0.2698305
0.29122856,-0.04730508,-0.04730508,0.26178384
0.2768104,-0.051539134,-0.051539134,0.24937099
0.2838567,-0.04904673,-0.04904673,0.20854574
0.28111836,-0.061476093,-0.061476093,0.20541744
0.2517196,-0.043780405,-0.043780405,0.17905703
0.2637717,-0.04903886,-0.04903886,0.17514399
0.2515961,-0.061865572,-0.061865572,0.19665089
0.26382607,-0.056533948,-0.056533948,0.19985789
0.24691224,-0.06701297,-0.06701297,0.1996501
0.25589952,-0.0693557,-0.0693557,0.1922905
0.2835711,-0.057587527,-0.057587527,0.18571767
0.31402758,-0.06714428,-0.06714428,0.17004444
0.3355466,-0.060820326,-0.060820326,0.16538851
0.31044823,-0.07595507,-0.07595507,0.15851162
0.36247027,-0.09230953,-0.09230953,0.16519259
0.330941,-0.093319595,-0.093319595,0.16987866
0.35250902,-0.116233245,-0.116233245,0.16979238
0.35066903,-0.09058268,-0.09058268,0.16315687
0.36477363,-0.07611242,-0.07611242,0.15952532
0.36997175,-0.07393105,-0.07393105,0.14854331
0.34363824,-0.085220546,-0.085220546,0.16564853
0.3743011,-0.103031754,-0.103031754,0.17261718
0.3878447,-0.10537632,-0.10537632,0.17153642
0.33883876,-0.091255024,-0.091255024,0.15066147
0.3271908,-0.10569083,-0.10569083,0.16595125
0.36412552,-0.112478904,-0.112478904,0.16032179
0.38065118,-0.11861599,-0.11861599,0.17609993
0.37116385,-0.10517616,-0.10517616,0.17336838
0.34545213,-0.103108935,-0.103108935,0.17598926
0.36009738,-0.098964944,-0.098964944,0.17868628
0.3848454,-0.087197825,-0.087197825,0.16011932
0.44198406,-0.105559066,-0.105559066,0.17439881
0.40547937,-0.09680894,-0.09680894,0.17944331
0.3784964,-0.10977687,-0.10977687,0.20106179
0.38837138,-0.1307736,-0.1307736,0.22639604
0.331963,-0.13101692,-0.13101692,0.25519422
0.3479576,-0.13057554,-0.13057554,0.27358848
0.35015336,-0.13608478,-0.13608478,0.27539146
0.3467611,-0.12505911,-0.12505911,0.24293838
0.36429703,-0.11916132,-0.11916132,0.22943546
0.34849218,-0.10368839,-0.10368839,0.20946263
0.35951728,-0.11404749,-0.11404749,0.19635832
0.39047062,-0.122473925,-0.122473925,0.19195229
0.39560628,-0.13326684,-0.13326684,0.20012428
0.39180183,-0.13493781,-0.13493781,0.21312742
0.37728083,-0.14723481,-0.14723481,0.23359132
0.38577425,-0.14030592,-0.14030592,0.23072228
0.36986333,-0.11916774,-0.11916774,0.19965054
0.35870644,-0.10997765,-0.10997765,0.2025837
0.39567435,-0.11691928,-0.11691928,0.21174556
0.38899893,-0.121201105,-0.121201105,0.20037307
0.40191308,-0.1263329,-0.1263329,0.20754258
0.4161567,-0.12227838,-0.12227838,0.2098547
0.45829508,-0.14982478,-0.14982478,0.23817018
0.4533293,-0.13101554,-0.13101554,0.23319463
0.385537,-0.11727125,-0.11727125,0.24825926
0.39129078,-0.13823874,-0.13823874,0.2608629
0.3489707,-0.1077929,-0.1077929,0.27178416
0.33057612,-0.10485388,-0.10485388,0.24529117
0.28358656,-0.10209257,-0.10209257,0.24584866
0.29949155,-0.102429375,-0.102429375,0.23806168
0.27786323,-0.10076562,-0.10076562,0.22041038
0.2845066,-0.09818587,-0.09818587,0.20419678
0.2719066,-0.10174047,-0.10174047,0.22589512
0.27848136,-0.08747716,-0.08747716,0.21264164
0.25649562,-0.068069346,-0.068069346,0.18936852
0.25518224,-0.07388736,-0.07388736,0.19544584
0.24130206,-0.07636981,-0.07636981,0.20079438
0.23429027,-0.0627562,-0.0627562,0.201238
0.26423544,-0.05035167,-0.05035167,0.18968426
0.26063478,-0.05919528,-0.05919528,0.20513721
0.26168877,-0.057179842,-0.057179842,0.22347598
0.2467332,-0.033887245,-0.033887245,0.21376504
0.2391394,-0.04815543,-0.04815543,0.23502779
0.24107218,-0.05300263,-0.05300263,0.23212849
0.24982075,-0.062480923,-0.062480923,0.24047625
0.2672345,-0.058432855,-0.058432855,0.23805262
0.26639026,-0.05193645,-0.05193645,0.23573263
0.2553324,-0.059197254,-0.059197254,0.26099157
0.22683814,-0.07296349,-0.07296349,0.255753
0.239561,-0.07268389,-0.07268389,0.20928398
0.20721023,-0.06979925,-0.06979925,0.20498244
