t1:ϵ_t1:ϵ,t1:ϵ_t2:ϵ,t1:ϵ_t3:ϵ,t2:ϵ_t1:ϵ,t2:ϵ_t2:ϵ,t2:ϵ_t3:ϵ,t3:ϵ_t1:ϵ,t3:ϵ_t2:ϵ,t3:ϵ_t3:ϵ
0.47516508268659285,0.05977610067067186,0.0485486047339173,0.05977610067067184,0.514851899111332,0.11482539835169649,0.04854860473391729,0.11482539835169649,0.5835675151781121
0.475281308029263,0.07410406970890583,0.0778088269547511,0.07410406970890585,0.4554399748357356,0.06475287760783217,0.0778088269547511,0.06475287760783217,0.6086764324408118
0.4813470040220884,0.046944324353900765,0.04741389600848159,0.04694432435390075,0.4314180013647834,0.044985675072509855,0.047413896008481594,0.044985675072509855,0.6571025046680814
0.4273341698171915,0.015700694562694018,0.0071849118665370994,0.015700694562694018,0.37664155641771013,0.10649880280730709,0.007184911866537101,0.10649880280730709,0.7486768227279356
0.4603346251378459,-0.014437983003223586,0.01857465718977469,-0.014437983003223588,0.37605606253839496,0.08789956883326025,0.018574657189774697,0.08789956883326025,0.7992986612741805
0.37525011360942223,0.04015372690899091,-0.013750933736558139,0.04015372690899092,0.4119866100575417,0.11238726946804703,-0.013750933736558137,0.11238726946804703,0.9192473647132358
0.35483524167880925,0.04253180148321143,0.015281967507617452,0.042531801483211416,0.38261026529301945,0.1004295235930855,0.015281967507617449,0.1004295235930855,0.9937639298061364
0.386157829871373,0.05474358885891298,0.05093065632046006,0.054743588858912985,0.37097125798953334,0.0769915603416104,0.05093065632046007,0.0769915603416104,1.1123483769856042
0.37484494343331864,0.07450298693912119,0.09567918679871097,0.07450298693912118,0.41000560150587195,0.14791300699135912,0.09567918679871096,0.14791300699135912,1.2209506733775781
0.35489663870228616,0.08939323131065316,0.1727910275895727,0.08939323131065319,0.3816228520742626,0.2049730443229217,0.1727910275895727,0.20497304432292174,1.3137079846523625
0.3485283936871895,0.13291769860530928,0.20815136133196022,0.13291769860530925,0.40388466400015693,0.2977616231746968,0.20815136133196022,0.2977616231746968,1.3772065014715673
0.3188063589449769,0.13793750475197322,0.22613253046818912,0.13793750475197328,0.4454594730365752,0.2692182093133713,0.22613253046818915,0.2692182093133713,1.3357778184518108
0.2896066442429598,0.1716334023603495,0.14778369102614966,0.1716334023603495,0.5716207394443534,0.2523432043211977,0.14778369102614966,0.2523432043211977,1.1542998543142087
0.2913023325281748,0.18065972441285774,0.10600663057214002,0.1806597244128578,0.582385669904902,0.2626487095535554,0.10600663057214003,0.2626487095535554,1.0261213566142378
0.3183073601640805,0.163151171953971,0.10641499514816974,0.163151171953971,0.575263129416814,0.2539259494975907,0.10641499514816972,0.2539259494975907,1.0930516097891239
0.33863185416788677,0.1312492557393487,0.1156696406543419,0.1312492557393487,0.5254231162262655,0.2195041028447198,0.11566964065434192,0.2195041028447198,1.0130320023727284
0.3356885842087373,0.15480849534632332,0.09653928875074505,0.1548084953463233,0.5228286820982555,0.18788081255958464,0.09653928875074505,0.18788081255958464,1.0506426847398624
0.33202163268978324,0.1356851104805214,0.0972017539155472,0.13568511048052137,0.593927640039123,0.1914340466595811,0.0972017539155472,0.19143404665958114,1.145257828007282
0.31797368369357987,0.11704839625084851,0.048196544623423994,0.11704839625084851,0.5418228009051419,0.1699439160982466,0.04819654462342401,0.1699439160982466,1.4055541836867367
0.32116818302874284,0.08551111199524856,0.1201544482405191,0.08551111199524855,0.5559536569918926,0.19358936032324864,0.12015444824051907,0.19358936032324864,1.3412999470637759
0.31646918781615585,0.08491986297964074,0.09865655998101383,0.08491986297964074,0.5613565424940284,0.12231962631513944,0.09865655998101383,0.12231962631513944,1.3385176774253502
0.30013800687803527,0.08291962757781392,0.13289974387633327,0.08291962757781392,0.5175593962797378,0.11498359036586743,0.13289974387633327,0.11498359036586743,1.4648018347156928
0.28642407381769175,0.07999938817538198,0.186029853415562,0.07999938817538198,0.4284807046477394,0.10332585206148681,0.18602985341556202,0.10332585206148681,1.4754452289833204
0.307766916361528,0.05923927051784856,0.19948882921483266,0.05923927051784856,0.3757003357280307,0.06397957093271527,0.19948882921483266,0.06397957093271528,1.4868475035060673
0.27783169275064107,0.08428435004090273,0.17040366295237747,0.08428435004090273,0.36905668241246975,0.11306106753242137,0.1704036629523774,0.11306106753242134,1.317485314116126
0.25408554418654133,0.059759449269359805,0.19294876001598588,0.059759449269359805,0.3571701644438223,0.14137327895278723,0.19294876001598588,0.14137327895278723,1.3585150480661916
0.28014598580653705,0.07143994552378806,0.19907710253514138,0.07143994552378807,0.32022959701669446,0.062129228204221,0.19907710253514144,0.062129228204221,1.256878241028787
0.2479313403072814,0.10774187386038492,0.22011278950358215,0.10774187386038492,0.32963234481509046,0.08125486414550082,0.22011278950358218,0.08125486414550082,1.2534893953362836
0.2534586063105435,0.11701913642643084,0.2323913100581945,0.11701913642643086,0.32579182664491896,0.1075417754609828,0.23239131005819452,0.1075417754609828,1.0418590077966996
0.25866953038883966,0.11974531727326762,0.22876640136400814,0.11974531727326762,0.3297524779093531,0.12458333190434574,0.2287664013640082,0.12458333190434576,1.0556301878570096
0.2345535837714909,0.12034482477091675,0.22359446109072012,0.12034482477091676,0.3683423281724409,0.15528810944082602,0.22359446109072012,0.15528810944082602,1.0422945925022025
0.26960348130607215,0.14902533738702675,0.2841907242288503,0.14902533738702672,0.38231435833998395,0.17895954821272297,0.28419072422885006,0.17895954821272303,1.198145170013678
