t1:ϵ_t1:ϵ,t1:ϵ_t2:ϵ,t1:ϵ_t3:ϵ,t2:ϵ_t1:ϵ,t2:ϵ_t2:ϵ,t2:ϵ_t3:ϵ,t3:ϵ_t1:ϵ,t3:ϵ_t2:ϵ,t3:ϵ_t3:ϵ
0.5313238507839184,0.07109448232080268,0.04620299286190749,0.07109448232080269,0.46240447535679047,0.08417320099062002,0.04620299286190748,0.08417320099062002,0.5866958718708615
0.4637257131294888,0.05183345867729894,0.04995300604484895,0.05183345867729893,0.4206998377886453,0.07237214308821219,0.04995300604484895,0.07237214308821219,0.6097365049553829
0.5193354843465313,0.0626592623865156,0.021132003458767763,0.06265926238651559,0.36339219968488584,0.10183411081557772,0.02113200345876776,0.10183411081557772,0.7419685465700241
0.5132688501925788,0.06640244693019368,0.08369159272796539,0.06640244693019368,0.331315181316408,0.09101800832731605,0.0836915927279654,0.09101800832731605,0.755941658485683
0.5135407887616272,0.05846538608280909,0.06353648887488857,0.0584653860828091,0.32001994448642895,0.09260083912923764,0.06353648887488858,0.09260083912923764,0.6645908733476295
0.5219034752497914,0.06618544465284353,0.08399725604424774,0.06618544465284353,0.33894595108333025,0.15457806979697472,0.08399725604424772,0.15457806979697472,0.6902902532754537
0.4859520629023291,0.08203169151709305,0.12315442980893478,0.08203169151709304,0.3086650301051228,0.17072656590534208,0.12315442980893478,0.17072656590534208,0.7896308239674548
0.4460041266657153,0.06771184623343848,0.09146256882162866,0.06771184623343847,0.30983275835534313,0.17762721349159233,0.09146256882162865,0.17762721349159233,0.6506724314933053
0.44880661933081023,0.08681872651610224,0.057139204218756186,0.08681872651610226,0.2714648270509522,0.15798517116887564,0.057139204218756186,0.15798517116887564,0.6789449922182219
0.46152288297369315,0.0782417945592284,0.07239452726270507,0.0782417945592284,0.2702022504981396,0.13370082857972204,0.07239452726270507,0.13370082857972204,0.63483436392624
0.46311593628921155,0.10650453271009515,0.10916353666756887,0.10650453271009513,0.2601014909555667,0.12872066054991735,0.10916353666756887,0.12872066054991735,0.6517094789727075
0.4061820852215553,0.0699224231332924,0.08241919789515623,0.0699224231332924,0.24248634371210592,0.16659777857275615,0.08241919789515624,0.16659777857275615,0.7840621412488027
0.40508749903230373,0.06545728851119649,0.07501314712521495,0.0654572885111965,0.2410312923885829,0.1803393898718284,0.07501314712521497,0.1803393898718284,0.9114482031658808
0.38688813024442736,0.07223930407291436,0.10147161342133712,0.07223930407291436,0.2631595775042088,0.2049232670231602,0.10147161342133712,0.2049232670231602,0.9219894141012018
0.38337078490036886,0.08322629791616891,0.08165941973424518,0.08322629791616892,0.28843243130993473,0.2198815352801506,0.08165941973424518,0.2198815352801506,0.8720394930706212
0.36075345310041657,0.08250365869419442,0.0915185292007982,0.08250365869419439,0.25743225605098335,0.18065309239155886,0.09151852920079817,0.18065309239155886,0.8161500054983813
0.3927938409659368,0.06961602251827605,0.07131578367343323,0.06961602251827606,0.2757436611423806,0.1863809642247595,0.07131578367343325,0.1863809642247595,0.9423758788866267
0.404428101109953,0.10959483630264723,0.09700700920407353,0.10959483630264724,0.30364682209927285,0.192368375647163,0.09700700920407355,0.192368375647163,1.030697275691134
0.37652741867710837,0.1399194659448751,0.14281302599543627,0.1399194659448751,0.3058435741904651,0.1557670035657483,0.14281302599543627,0.1557670035657483,1.1567020708791877
0.3901047989379445,0.13682995168912335,0.17520677527745884,0.13682995168912335,0.31289494350257013,0.1196007995059129,0.17520677527745881,0.1196007995059129,0.9819097516023144
0.39117531424000884,0.12522335239985802,0.11988359710966519,0.12522335239985802,0.2835063083283201,0.09944459344965659,0.11988359710966517,0.09944459344965659,0.9284324256733095
0.3645206675597259,0.13407025905934397,0.11794846922452684,0.13407025905934394,0.3277772813029465,0.16723530015000965,0.1179484692245268,0.16723530015000965,0.9292029346901509
0.3541378683677787,0.13083578544992597,0.17642665385785905,0.13083578544992594,0.30826291465095457,0.18250079651396064,0.17642665385785905,0.18250079651396064,0.9488117800782845
0.3403749923566378,0.11254199176905542,0.13418101391207032,0.11254199176905541,0.2752070702088384,0.1272167773221689,0.1341810139120703,0.1272167773221689,1.0290557647249094
0.32908528854830493,0.12431153035548062,0.1307652175901394,0.12431153035548062,0.290574762894726,0.15966700691583685,0.13076521759013937,0.15966700691583682,1.0942739755406838
0.33148237006436404,0.11356060924297726,0.17386908141271515,0.11356060924297723,0.2667335000008474,0.1202233652138545,0.17386908141271512,0.1202233652138545,1.0737422730851676
0.3107600457731862,0.11573779837858121,0.15198872750150932,0.11573779837858122,0.2681688170120907,0.15798458826899897,0.15198872750150932,0.15798458826899897,1.072126911012633
0.2934462139542277,0.1120212804752107,0.15557434544983983,0.1120212804752107,0.25681128710103257,0.18010524050761434,0.15557434544983986,0.18010524050761434,1.148226570913843
0.2869978541691047,0.11212641320917849,0.16073048760702693,0.11212641320917849,0.2875270937915272,0.20786335897232638,0.16073048760702696,0.20786335897232638,1.1534246925862763
0.2552353328376656,0.11395149419440115,0.16326031027830842,0.11395149419440112,0.27699965693797324,0.18320613273086728,0.16326031027830842,0.18320613273086728,1.1572913189046372
0.2531794258582051,0.10967574985789755,0.13125594067839566,0.10967574985789753,0.2568264092950296,0.1418504836942399,0.13125594067839563,0.1418504836942399,1.1126795781930883
0.2748356448638112,0.09773137422668068,0.11880742547915366,0.09773137422668068,0.2644334902939193,0.18454665923060423,0.11880742547915366,0.18454665923060423,1.1983215176379607
0.2770810914506913,0.0956303146626413,0.12022369440179229,0.0956303146626413,0.28116087599932116,0.23782098202381022,0.12022369440179229,0.23782098202381022,1.0529559971491447
0.2820536713414099,0.1034527976795445,0.10583450577057227,0.10345279767954452,0.27934246948752145,0.27119498505728806,0.10583450577057227,0.27119498505728806,1.1578981933278674
0.26007380864448754,0.10955730395242391,0.0970773504793126,0.1095573039524239,0.2927484385056653,0.28754567144766485,0.0970773504793126,0.2875456714476648,1.0989635334109034
0.27726836311956954,0.13213689899052466,0.16482662003322573,0.13213689899052466,0.32335221167602823,0.35378230075920125,0.16482662003322568,0.35378230075920114,1.1156807471214716
0.2804902862935538,0.1271425930731333,0.15777212342041583,0.1271425930731333,0.32257133763226364,0.3480069387233244,0.15777212342041586,0.3480069387233245,1.063341390103549
0.32635368264101905,0.1799103846350289,0.19121044263269335,0.1799103846350289,0.36483579436048885,0.39498508051094455,0.1912104426326934,0.39498508051094466,1.0182025277883537
0.2929231372827985,0.15405362490678906,0.1986032780036568,0.15405362490678906,0.3546484105964106,0.37420974341355995,0.19860327800365682,0.37420974341355995,1.0125812867565485
0.3084175265013862,0.14845240554728956,0.22995787296188663,0.1484524055472896,0.35547583105293606,0.3617521810811178,0.22995787296188672,0.3617521810811178,1.016857899255612
0.2982517955057549,0.133056494683009,0.23065940423118042,0.133056494683009,0.3445343252044418,0.38068088574232267,0.2306594042311804,0.38068088574232267,0.9721862170923271
0.2810153596155507,0.11321658445662276,0.18259462353179925,0.11321658445662275,0.311358698473698,0.31270696850445634,0.18259462353179923,0.31270696850445634,0.8842323999922225
0.27675322566902544,0.11498621003074844,0.20451404069787,0.11498621003074846,0.33631251533431095,0.33224298370732624,0.20451404069787002,0.3322429837073262,0.8281860419469593
0.23795486469752097,0.10419235330304455,0.2073908231303142,0.10419235330304455,0.28480897103429104,0.3091034121144144,0.2073908231303142,0.3091034121144144,0.8146589078697622
0.2570578008980397,0.11761212385242337,0.21011695847429246,0.11761212385242334,0.2829201029233422,0.2928430943498336,0.21011695847429246,0.2928430943498336,0.810588232587133
