π,Estimate,SD
"[1.0, 1.0, 1.0]",0.13642614334210287,0.28428290666884015
"[0.0, 0.0, 0.0]",0.584928665367346,0.3003308823836968
"[0.0, 0.0, 1.0]",0.0293221571588492,0.02122120987266539
"[1.0, 1.0, 0.0]",0.07380602720516213,0.11282021503476283
"[0.0, 1.0, 1.0]",0.03211529035140173,0.0207664933213771
"[1.0, 0.0, 0.0]",0.03572983642976204,0.048335200946891255
"[1.0, 0.0, 1.0]",0.023987071594794882,0.030798959348708455
"[0.0, 1.0, 0.0]",0.08368480855058115,0.04814275529504408
