Covariance,Estimate,SD
t1_t1,0.3404048801200152,0.18176678030064666
t1_t2,0.1517599424746115,0.038466141832846114
t1_t3,0.07339319947067634,0.03269551029245568
t2_t1,0.1517599424746115,0.038466141832846114
t2_t2,0.6123191382337204,0.0931275645247122
t2_t3,0.07814294102624095,0.02660706524038516
t3_t1,0.07339319947067634,0.03269551029245568
t3_t2,0.07814294102624095,0.02660706524038516
t3_t3,0.3482707412583653,0.07483787591758495
